@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
30, 3, 0, 6, 929, 78, 30.9667, 902, 78, 30.0667, 27, 16, 0.9, 30.1708, 367, 8, 1, 7, 1, 45, 0, 4, 0, 34, 10, 8, 0, 0, 4, 10, 12, 14, 0
18, 4, 0, 4, 599, 151, 33.2778, 51, 24, 2.83333, 548, 151, 30.4444, 73.1803, 169.857, 3, 2, 1, 2, 120, 0, 5, 11, 123, 16, 18, 0, 0, 0, 16, 43, 31, 1
19, 5, 0, 7, 240, 46, 12.6316, 215, 44, 11.3158, 25, 10, 1.31579, 21.7625, 234.571, 7, 1, 4, 4, 15, 0, 3, 0, 56, 6, 8, 3, 0, 0, 6, 16, 19, 0
26, 6, 0, 7, 207, 50, 7.96154, 164, 50, 6.30769, 43, 14, 1.65385, 104.823, 367, 13, 1, 9, 4, 1, 1, 6, 0, 14, 2, 23, 1, 0, 5, 2, 11, 5, 0
38, 13, 0, 7, 484, 172, 12.7368, 296, 172, 7.78947, 188, 73, 4.94737, 72.0003, 333.143, 6, 3, 1, 5, 91, 0, 5, 95, 106, 14, 73, 3, 0, 0, 5, 54, 27, 0
45, 6, 0, 8, 1727, 444, 38.3778, 722, 107, 16.0444, 1005, 430, 22.3333, 25.5065, 229, 6, 1, 2, 5, 78, 0, 10, 0, 393, 13, 8, 0, 1, 9, 4, 67, 102, 0
9, 5, 0, 3, 234, 103, 26, 26, 15, 2.88889, 208, 103, 23.1111, 15.5336, 228.857, 4, 3, 1, 3, 28, 0, 7, 1, 50, 8, 36, 7, 0, 0, 7, 23, 13, 0
72, 11, 0, 7, 873, 188, 12.125, 818, 188, 11.3611, 55, 14, 0.763889, 101.333, 367, 16, 4, 3, 13, 15, 0, 2, 384, 195, 6, 69, 0, 0, 2, 6, 75, 56, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172.714, 1, 3, 1, 0, 1, 0, 0, 384, 9, 2, 31, 0, 0, 0, 2, 5, 2, 0
35, 6, 0, 6, 177, 54, 5.05714, 201, 54, 5.74286, -24, 5, -0.685714, 57.4762, 367, 3, 2, 3, 0, 66, 0, 1, 152, 37, 12, 41, 1, 1, 0, 11, 14, 12, 0
27, 4, 0, 8, 317, 98, 11.7407, 91, 35, 3.37037, 226, 63, 8.37037, 58.6223, 248.571, 5, 2, 1, 5, 36, 0, 1, 68, 124, 9, 33, 0, 0, 0, 5, 30, 44, 0
17, 4, 0, 5, 66, 23, 3.88235, 41, 17, 2.41176, 25, 22, 1.47059, 118.11, 367, 3, 2, 3, 0, 3, 6, 1, 2, 6, 3, 14, 0, 0, 0, 3, 3, 2, 0
16, 3, 0, 4, 79, 27, 4.9375, 81, 27, 5.0625, -2, 6, -0.125, 74.094, 367, 0, 7, 0, 0, 1, 0, 2, 388, 7, 2, 87, 0, 0, 0, 2, 2, 2, 0
3, 1, 0, 2, 3, 2, 1, 3, 2, 1, 0, 0, 0, 40.6667, 49.8571, 1, 2, 1, 1, 21, 0, 2, 68, 74, 7, 33, 0, 0, 2, 4, 17, 25, 0
34, 5, 0, 7, 553, 184, 16.2647, 514, 184, 15.1176, 39, 25, 1.14706, 78.5451, 367, 4, 1, 2, 2, 55, 0, 4, 0, 118, 11, 8, 0, 2, 4, 9, 33, 36, 0
107, 10, 0, 9, 1707, 139, 15.9533, 863, 70, 8.06542, 844, 119, 7.88785, 94.0384, 248.571, 26, 2, 1, 26, 190, 0, 4, 68, 526, 20, 33, 1, 4, 1, 5, 176, 175, 1
22, 6, 0, 4, 192, 109, 8.72727, 185, 109, 8.40909, 7, 5, 0.318182, 58.026, 367, 2, 1, 2, 0, 10, 0, 4, 0, 18, 5, 16, 4, 0, 0, 5, 5, 5, 0
2, 2, 0, 1, 2, 2, 1, 3, 3, 1.5, -1, 0, -0.5, 0, 57.8571, 1, 2, 1, 0, 0, 0, 0, 11, 3, 1, 47, 0, 0, 0, 1, 1, 1, 0
34, 12, 0, 7, 316, 122, 9.29412, 183, 122, 5.38235, 133, 59, 3.91176, 70.3734, 333.143, 3, 3, 1, 2, 66, 0, 3, 95, 60, 12, 73, 2, 0, 0, 3, 35, 16, 0
35, 7, 0, 7, 215, 50, 6.14286, 148, 46, 4.22857, 67, 41, 1.91429, 35.0671, 281.143, 15, 2, 2, 13, 15, 1, 4, 18, 223, 6, 62, 0, 0, 4, 2, 104, 46, 1
28, 2, 0, 7, 981, 334, 35.0357, 1039, 334, 37.1071, -58, 12, -2.07143, 59.3, 367, 18, 2, 7, 11, 136, 4, 4, 18, 165, 17, 62, 0, 1, 0, 2, 81, 56, 0
8, 2, 0, 2, 132, 62, 16.5, 104, 50, 13, 28, 12, 3.5, 81.7056, 105, 5, 1, 3, 2, 3, 0, 2, 0, 77, 3, 8, 2, 0, 0, 3, 12, 12, 1
38, 6, 0, 5, 239, 58, 6.28947, 226, 58, 5.94737, 13, 9, 0.342105, 67.2791, 367, 7, 7, 1, 6, 15, 1, 0, 386, 38, 6, 97, 0, 0, 0, 6, 17, 10, 1
116, 9, 0, 8, 1922, 368, 16.569, 1691, 368, 14.5776, 231, 29, 1.99138, 76.0182, 367, 15, 1, 10, 6, 120, 1, 10, 0, 383, 16, 16, 2, 0, 2, 13, 122, 93, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.2857, 6, 2, 0, 6, 21, 0, 16, 0, 142, 7, 11, 7, 2, 9, 3, 23, 39, 0
58, 14, 0, 8, 673, 206, 11.6034, 476, 206, 8.2069, 197, 49, 3.39655, 65.2539, 333.143, 62, 4, 58, 5, 105, 0, 4, 97, 124, 15, 79, 3, 0, 0, 4, 47, 32, 0
76, 6, 0, 8, 1158, 300, 15.2368, 1252, 370, 16.4737, -94, 23, -1.23684, 66.1541, 367, 4, 1, 2, 2, 21, 0, 12, 14, 233, 7, 8, 0, 1, 12, 6, 32, 24, 0
167, 8, 0, 11, 2144, 515, 12.8383, 1636, 515, 9.79641, 508, 47, 3.04192, 77.0235, 329, 25, 1, 7, 21, 465, 0, 14, 0, 661, 31, 0, 0, 15, 13, 11, 319, 196, 0
27, 5, 0, 5, 629, 146, 23.2963, 80, 12, 2.96296, 549, 146, 20.3333, 3.16489, 226, 7, 4, 1, 7, 136, 0, 5, 99, 98, 17, 100, 1, 0, 0, 1, 57, 26, 0
29, 5, 0, 4, 280, 93, 9.65517, 256, 93, 8.82759, 24, 25, 0.827586, 34.4097, 367, 3, 1, 1, 2, 45, 0, 4, 0, 64, 10, 8, 0, 0, 4, 10, 20, 18, 0
90, 8, 0, 8, 4337, 329, 48.1889, 4198, 329, 46.6444, 139, 101, 1.54444, 36.5847, 367, 17, 1, 4, 13, 66, 1, 6, 48, 144, 12, 11, 0, 4, 1, 5, 54, 38, 1
38, 13, 0, 7, 493, 173, 12.9737, 285, 173, 7.5, 208, 75, 5.47368, 73.2634, 333.143, 6, 3, 1, 5, 91, 0, 5, 95, 107, 14, 73, 3, 0, 0, 5, 53, 27, 0
21, 5, 0, 5, 147, 54, 7, 139, 54, 6.61905, 8, 31, 0.380952, 56.1244, 367, 1, 1, 1, 0, 10, 2, 0, 5, 12, 5, 14, 0, 0, 0, 5, 5, 4, 0
82, 4, 0, 7, 1665, 441, 20.3049, 1510, 441, 18.4146, 155, 135, 1.89024, 71.0099, 367, 22, 1, 5, 18, 55, 2, 5, 0, 242, 11, 8, 0, 0, 0, 3, 89, 51, 0
80, 10, 0, 8, 620, 91, 7.75, 506, 91, 6.325, 114, 15, 1.425, 106.514, 367, 23, 5, 13, 11, 28, 2, 1, 397, 132, 8, 64, 1, 0, 0, 8, 56, 38, 0
4, 1, 0, 2, 11, 8, 2.75, 11, 8, 2.75, 0, 0, 0, 8.35065, 87.7143, 10, 2, 1, 9, 36, 0, 5, 0, 186, 9, 11, 5, 7, 0, 2, 44, 32, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 9, 2, 0, 9, 66, 0, 5, 2, 89, 12, 41, 3, 1, 2, 11, 54, 26, 0
33, 2, 0, 5, 798, 141, 24.1818, 730, 127, 22.1212, 68, 72, 2.06061, 112.254, 367, 2, 2, 1, 2, 496, 0, 2, 8, 145, 32, 46, 0, 0, 2, 31, 68, 43, 0
47, 7, 0, 9, 502, 140, 10.6809, 300, 140, 6.38298, 202, 71, 4.29787, 154.785, 367, 12, 3, 2, 11, 36, 0, 1, 5, 155, 9, 21, 1, 0, 0, 9, 60, 40, 0
28, 4, 0, 5, 104, 44, 3.71429, 103, 44, 3.67857, 1, 6, 0.0357143, 59.0316, 367, 1, 4, 1, 0, 3, 1, 0, 37, 9, 3, 85, 0, 0, 0, 1, 3, 3, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.7143, 1, 1, 1, 0, 45, 0, 3, 0, 55, 10, 8, 0, 1, 3, 9, 27, 18, 0
87, 19, 0, 7, 3123, 378, 35.8966, 2127, 378, 24.4483, 996, 216, 11.4483, 109.912, 363.857, 61, 1, 44, 17, 171, 0, 6, 12, 513, 19, 8, 2, 1, 0, 18, 143, 120, 1
7, 3, 0, 4, 19, 7, 2.71429, 13, 5, 1.85714, 6, 6, 0.857143, 95.6842, 191.571, 1, 2, 0, 1, 1, 0, 1, 1, 9, 2, 18, 0, 0, 1, 2, 6, 4, 0
35, 4, 0, 8, 219, 110, 6.25714, 49, 7, 1.4, 170, 106, 4.85714, 141.279, 243.857, 20, 4, 5, 15, 300, 0, 7, 52, 222, 25, 129, 0, 3, 7, 16, 78, 55, 1
84, 8, 0, 6, 857, 102, 10.2024, 680, 102, 8.09524, 177, 59, 2.10714, 122.828, 367, 21, 3, 7, 15, 28, 4, 2, 408, 198, 8, 58, 0, 0, 2, 8, 59, 69, 1
8, 3, 0, 3, 28, 7, 3.5, 18, 5, 2.25, 10, 6, 1.25, 34.1888, 175, 5, 8, 4, 2, 15, 0, 1, 82, 26, 6, 319, 1, 0, 0, 5, 11, 7, 0
17, 4, 0, 4, 68, 23, 4, 68, 23, 4, 0, 6, 0, 61.6723, 367, 1, 1, 1, 0, 0, 0, 2, 0, 4, 1, 8, 0, 0, 2, 1, 1, 1, 0
41, 6, 0, 7, 337, 105, 8.21951, 316, 105, 7.70732, 21, 15, 0.512195, 80.2128, 367, 11, 4, 3, 8, 28, 0, 0, 28, 62, 8, 91, 0, 1, 0, 2, 35, 16, 0
37, 5, 0, 5, 1295, 285, 35, 1325, 285, 35.8108, -30, 43, -0.810811, 63.2596, 367, 12, 2, 1, 11, 21, 0, 0, 5, 156, 7, 19, 0, 5, 0, 2, 61, 31, 0
135, 24, 0, 9, 5002, 649, 37.0519, 4154, 634, 30.7704, 848, 269, 6.28148, 96.7068, 288.143, 9, 1, 0, 9, 1225, 0, 107, 114, 3449, 50, 20, 2, 3, 44, 41, 374, 1169, 0
51, 6, 0, 5, 809, 159, 15.8627, 805, 159, 15.7843, 4, 13, 0.0784314, 44.356, 367, 16, 3, 12, 4, 45, 0, 3, 380, 97, 10, 38, 0, 0, 3, 10, 32, 30, 0
381, 27, 0, 9, 19905, 1343, 52.2441, 16702, 1343, 43.8373, 3203, 240, 8.40682, 76.8359, 367, 102, 1, 17, 90, 1431, 0, 27, 0, 1531, 54, 9, 2, 4, 24, 19, 572, 419, 1
85, 9, 0, 8, 2035, 315, 23.9412, 1862, 315, 21.9059, 173, 55, 2.03529, 80.5213, 367, 26, 3, 10, 17, 105, 2, 13, 380, 364, 15, 46, 0, 0, 9, 14, 127, 104, 1
42, 14, 0, 7, 365, 126, 8.69048, 218, 126, 5.19048, 147, 60, 3.5, 73.5362, 333.143, 12, 3, 9, 3, 66, 0, 3, 95, 72, 12, 76, 2, 0, 0, 3, 37, 19, 0
34, 10, 0, 8, 1053, 319, 30.9706, 473, 70, 13.9118, 580, 249, 17.0588, 26.9399, 220.143, 11, 1, 5, 7, 120, 0, 28, 0, 258, 16, 8, 6, 3, 19, 13, 65, 50, 0
12, 4, 0, 5, 58, 31, 4.83333, 52, 31, 4.33333, 6, 5, 0.5, 40.2143, 329, 3, 2, 2, 1, 1, 0, 1, 1, 9, 2, 18, 0, 1, 1, 1, 5, 3, 0
3, 0, 0, 1, 9, 7, 3, 35, 23, 11.6667, -26, 0, -8.66667, 1.73016, 16, 6, 1, 3, 3, 3, 0, 2, 0, 27, 3, 8, 2, 0, 0, 3, 13, 7, 0
5, 2, 0, 2, 22, 10, 4.4, 28, 17, 5.6, -6, 10, -1.2, 55.5325, 117, 3, 1, 2, 2, 10, 0, 2, 0, 30, 5, 8, 0, 1, 1, 4, 10, 8, 0
14, 4, 0, 5, 129, 87, 9.21429, 156, 87, 11.1429, -27, 5, -1.92857, 44.6523, 331.857, 4, 2, 1, 3, 6, 0, 5, 1, 17, 4, 11, 0, 0, 5, 4, 7, 4, 0
397, 96, 1, 10, 22934, 2078, 57.7683, 19199, 2001, 48.3602, 3735, 630, 9.40806, 176.29, 367, 39, 1, 1, 39, 666, 0, 50, 23, 2557, 37, 8, 6, 5, 36, 20, 917, 659, 1
4, 2, 0, 3, 21, 19, 5.25, 15, 13, 3.75, 6, 6, 1.5, 69.2925, 103.143, 6, 6, 0, 6, 36, 0, 6, 415, 266, 9, 117, 0, 1, 4, 8, 64, 47, 0
7, 4, 0, 3, 146, 69, 20.8571, 8, 4, 1.14286, 138, 69, 19.7143, 10.5264, 222.857, 5, 3, 3, 2, 3, 0, 3, 1, 22, 3, 31, 3, 0, 0, 3, 6, 5, 0
7, 3, 0, 3, 9, 5, 1.28571, 9, 5, 1.28571, 0, 0, 0, 63.6984, 236.143, 4, 1, 1, 3, 1, 0, 2, 0, 12, 2, 8, 2, 1, 0, 1, 5, 2, 0
21, 4, 0, 5, 65, 16, 3.09524, 77, 21, 3.66667, -12, 1, -0.571429, 36.0571, 288.857, 5, 2, 2, 3, 3, 0, 0, 8, 30, 3, 19, 0, 0, 0, 3, 10, 9, 0
112, 11, 0, 7, 1709, 500, 15.2589, 1953, 593, 17.4375, -244, 44, -2.17857, 61.1051, 367, 43, 4, 22, 23, 496, 0, 2, 51, 235, 32, 157, 0, 2, 2, 22, 118, 79, 1
71, 5, 0, 10, 979, 202, 13.7887, 716, 210, 10.0845, 263, 50, 3.70423, 132.269, 367, 39, 3, 32, 10, 253, 3, 1, 34, 251, 23, 24, 0, 0, 1, 23, 64, 74, 1
19, 2, 0, 5, 201, 39, 10.5789, 99, 42, 5.21053, 102, 33, 5.36842, 50.1599, 224, 3, 4, 1, 2, 6, 0, 1, 35, 24, 4, 47, 0, 0, 1, 4, 8, 6, 0
28, 4, 0, 5, 139, 53, 4.96429, 136, 53, 4.85714, 3, 6, 0.107143, 53.7605, 367, 2, 3, 1, 1, 1, 0, 0, 387, 12, 2, 32, 0, 0, 0, 2, 7, 4, 0
12, 5, 0, 4, 56, 27, 4.66667, 45, 27, 3.75, 11, 10, 0.916667, 46.8112, 334.714, 2, 5, 1, 1, 1, 0, 0, 400, 10, 2, 65, 0, 0, 0, 2, 4, 2, 0
16, 5, 0, 4, 115, 55, 7.1875, 119, 55, 7.4375, -4, 6, -0.25, 51.2435, 367, 3, 2, 3, 0, 6, 0, 3, 28, 13, 4, 16, 1, 0, 2, 3, 4, 4, 0
21, 2, 0, 6, 246, 104, 11.7143, 229, 104, 10.9048, 17, 12, 0.809524, 55.2096, 367, 8, 2, 4, 4, 10, 0, 1, 18, 35, 5, 62, 0, 0, 0, 4, 15, 12, 0
35, 6, 0, 5, 386, 100, 11.0286, 214, 100, 6.11429, 172, 37, 4.91429, 92.5426, 227.571, 1, 4, 1, 0, 6, 0, 3, 3, 13, 4, 38, 3, 0, 0, 4, 4, 4, 1
73, 9, 0, 7, 2135, 604, 29.2466, 2223, 604, 30.4521, -88, 22, -1.20548, 73.4238, 367, 19, 7, 1, 18, 78, 0, 2, 426, 551, 13, 124, 0, 0, 2, 13, 226, 140, 1
33, 5, 0, 4, 617, 331, 18.697, 324, 129, 9.81818, 293, 202, 8.87879, 4.84719, 140.143, 18, 3, 1, 17, 276, 0, 8, 135, 768, 24, 67, 0, 4, 6, 2, 169, 207, 0
30, 9, 0, 7, 198, 77, 6.6, 115, 77, 3.83333, 83, 36, 2.76667, 72.3867, 333.143, 5, 3, 3, 2, 28, 0, 1, 95, 29, 8, 73, 1, 0, 0, 1, 18, 8, 0
9, 5, 0, 4, 12, 4, 1.33333, 11, 4, 1.22222, 1, 1, 0.111111, 76.9405, 224.857, 4, 2, 2, 2, 3, 0, 2, 0, 14, 3, 15, 2, 0, 0, 2, 5, 5, 0
26, 5, 0, 4, 153, 47, 5.88462, 139, 47, 5.34615, 14, 15, 0.538462, 65.3119, 367, 12, 1, 10, 2, 15, 0, 2, 0, 28, 6, 10, 0, 0, 0, 6, 12, 8, 0
183, 30, 0, 9, 2680, 542, 14.6448, 1779, 542, 9.72131, 901, 84, 4.9235, 108.119, 367, 48, 7, 10, 43, 1540, 1, 5, 81, 698, 56, 263, 4, 0, 0, 51, 367, 177, 1
3, 1, 0, 3, 5, 4, 1.66667, 5, 4, 1.66667, 0, 0, 0, 3.45714, 177.143, 1, 2, 1, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
8, 4, 0, 4, 155, 76, 19.375, 19, 11, 2.375, 136, 76, 17, 10.482, 223.571, 3, 3, 1, 2, 3, 0, 3, 1, 21, 3, 31, 3, 0, 0, 3, 5, 5, 0
11, 4, 0, 3, 234, 205, 21.2727, 29, 9, 2.63636, 205, 205, 18.6364, 69.5672, 322.714, 0, 1, 0, 0, 20706, 0, 0, 0, 612, 204, 212, 0, 0, 0, 204, 204, 204, 1
44, 6, 0, 6, 328, 72, 7.45455, 277, 72, 6.29545, 51, 34, 1.15909, 68.76, 367, 8, 5, 4, 4, 91, 3, 0, 384, 78, 14, 77, 0, 0, 0, 14, 29, 21, 0
140, 26, 1, 10, 7441, 594, 53.15, 6989, 594, 49.9214, 452, 111, 3.22857, 55.6267, 367, 24, 1, 6, 19, 120, 3, 17, 11, 407, 16, 9, 0, 0, 16, 9, 125, 73, 1
72, 4, 0, 7, 3216, 448, 44.6667, 3112, 448, 43.2222, 104, 52, 1.44444, 109.796, 367, 28, 1, 18, 11, 351, 4, 16, 125, 379, 27, 8, 0, 0, 5, 24, 92, 108, 1
35, 7, 0, 6, 205, 78, 5.85714, 214, 78, 6.11429, -9, 6, -0.257143, 63.5052, 367, 4, 7, 1, 3, 3, 0, 2, 397, 36, 3, 124, 0, 0, 2, 3, 20, 9, 0
21, 6, 0, 5, 138, 55, 6.57143, 106, 37, 5.04762, 32, 18, 1.52381, 48.5166, 281.143, 12, 2, 1, 11, 15, 0, 2, 18, 120, 6, 62, 0, 0, 2, 1, 49, 26, 0
13, 4, 0, 5, 85, 60, 6.53846, 85, 65, 6.53846, 0, 3, 0, 133.121, 270.143, 9, 4, 0, 9, 6, 0, 0, 384, 72, 4, 41, 0, 0, 0, 4, 28, 16, 0
7, 3, 0, 1, 122, 35, 17.4286, 44, 17, 6.28571, 78, 30, 11.1429, 1.79742, 9.14286, 7, 2, 4, 4, 171, 0, 15, 119, 238, 19, 16, 1, 1, 5, 11, 62, 86, 0
66, 16, 0, 8, 1809, 310, 27.4091, 1676, 310, 25.3939, 133, 87, 2.01515, 97.146, 367, 23, 2, 4, 20, 276, 1, 9, 3, 305, 24, 25, 0, 4, 0, 17, 135, 86, 0
6, 1, 0, 1, 63, 33, 10.5, 87, 32, 14.5, -24, 1, -4, 7.85714, 169.571, 4, 3, 1, 3, 6, 0, 1, 388, 80, 4, 33, 0, 1, 1, 3, 11, 27, 0
14, 4, 0, 5, 59, 12, 4.21429, 70, 19, 5, -11, 4, -0.785714, 69.0678, 322.714, 2, 3, 1, 1, 3, 0, 3, 1, 23, 3, 31, 3, 0, 0, 3, 5, 5, 0
53, 9, 0, 7, 420, 133, 7.92453, 382, 133, 7.20755, 38, 19, 0.716981, 88.0983, 367, 12, 3, 4, 9, 45, 1, 3, 3, 110, 10, 17, 0, 2, 0, 2, 37, 30, 0
24, 8, 0, 6, 1029, 316, 42.875, 448, 159, 18.6667, 581, 290, 24.2083, 15.1756, 220.143, 9, 2, 4, 5, 66, 1, 3, 0, 92, 12, 13, 1, 0, 0, 6, 61, 29, 0
45, 15, 0, 7, 625, 230, 13.8889, 368, 230, 8.17778, 257, 104, 5.71111, 71.442, 333.143, 6, 3, 1, 5, 136, 0, 9, 95, 117, 17, 73, 5, 0, 0, 7, 61, 29, 0
43, 7, 0, 8, 888, 445, 20.6512, 427, 216, 9.93023, 461, 229, 10.7209, 102.345, 262, 13, 1, 0, 13, 351, 0, 45, 131, 2262, 27, 8, 40, 24, 5, 3, 368, 449, 0
112, 26, 0, 10, 5361, 1562, 47.8661, 2652, 1562, 23.6786, 2709, 746, 24.1875, 72.771, 333.143, 150, 1, 135, 18, 1830, 19, 102, 0, 657, 61, 8, 7, 1, 2, 26, 209, 206, 0
13, 3, 0, 3, 130, 45, 10, 21, 14, 1.61538, 109, 31, 8.38461, 89.5549, 169.857, 2, 1, 1, 1, 45, 1, 11, 0, 48, 10, 8, 0, 0, 0, 0, 11, 12, 1
78, 8, 0, 7, 1025, 277, 13.141, 1060, 277, 13.5897, -35, 64, -0.448718, 65.5231, 367, 11, 3, 0, 11, 15, 0, 6, 380, 192, 6, 38, 0, 0, 6, 6, 69, 45, 0
49, 13, 0, 8, 785, 308, 16.0204, 525, 308, 10.7143, 260, 61, 5.30612, 67.7934, 333.143, 7, 3, 1, 6, 105, 0, 3, 95, 220, 15, 73, 2, 0, 0, 5, 85, 57, 1
9, 3, 0, 4, 149, 68, 16.5556, 13, 4, 1.44444, 136, 68, 15.1111, 9.39981, 220.857, 4, 1, 3, 1, 10, 0, 4, 0, 47, 5, 8, 0, 0, 4, 5, 11, 17, 0
18, 4, 0, 4, 246, 75, 13.6667, 254, 75, 14.1111, -8, 9, -0.444444, 53.8084, 367, 13, 1, 12, 1, 6, 0, 0, 0, 40, 4, 8, 0, 0, 0, 4, 8, 4, 0
65, 9, 0, 5, 1612, 232, 24.8, 1119, 217, 17.2154, 493, 231, 7.58461, 49.9435, 178.143, 39, 1, 4, 36, 190, 0, 5, 0, 712, 20, 8, 4, 2, 1, 15, 211, 148, 1
31, 5, 0, 4, 157, 48, 5.06452, 182, 48, 5.87097, -25, 6, -0.806452, 79.3467, 367, 3, 1, 1, 2, 1, 0, 0, 0, 23, 2, 8, 0, 1, 0, 1, 16, 7, 0
7, 6, 0, 1, 9, 4, 1.28571, 8, 4, 1.14286, 1, 1, 0.142857, 85.9841, 168.857, 6, 2, 3, 4, 45, 1, 4, 58, 121, 10, 24, 4, 0, 0, 1, 51, 50, 0
35, 6, 0, 6, 154, 42, 4.4, 123, 42, 3.51429, 31, 18, 0.885714, 84.1169, 367, 2, 2, 1, 1, 1, 0, 3, 28, 24, 2, 25, 0, 0, 3, 2, 4, 2, 0
11, 5, 0, 6, 250, 134, 22.7273, 168, 134, 15.2727, 82, 64, 7.45455, 21.8657, 332, 2, 1, 1, 1, 10, 0, 3, 0, 27, 5, 8, 3, 0, 0, 5, 8, 8, 0
150, 10, 0, 10, 4705, 765, 31.3667, 4440, 746, 29.6, 265, 43, 1.76667, 155.141, 367, 32, 6, 10, 22, 210, 5, 5, 414, 787, 21, 94, 0, 0, 3, 21, 277, 253, 1
140, 8, 0, 8, 2114, 539, 15.1, 2023, 539, 14.45, 91, 206, 0.65, 72.7247, 367, 38, 3, 27, 16, 595, 6, 0, 35, 327, 35, 83, 0, 0, 0, 19, 177, 92, 0
23, 3, 0, 7, 124, 39, 5.3913, 123, 39, 5.34783, 1, 5, 0.0434783, 80.6912, 367, 8, 3, 8, 0, 1, 0, 2, 37, 8, 2, 72, 1, 0, 1, 2, 2, 4, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 2, 6, 2, 1, 3, 0, 2, 68, 13, 3, 210, 2, 0, 0, 3, 5, 3, 0
3, 3, 0, 1, 2, 1, 0.666667, 2, 1, 0.666667, 0, 0, 0, 56, 168.857, 4, 2, 1, 3, 36, 0, 3, 3, 48, 9, 27, 2, 0, 0, 0, 25, 12, 0
30, 3, 0, 5, 578, 138, 19.2667, 576, 138, 19.2, 2, 10, 0.0666667, 76.868, 367, 4, 1, 1, 3, 15, 0, 3, 0, 88, 6, 8, 3, 0, 0, 6, 17, 32, 0
36, 4, 0, 5, 833, 498, 23.1389, 822, 498, 22.8333, 11, 30, 0.305556, 77.5493, 367, 16, 1, 9, 7, 276, 1, 7, 0, 276, 24, 16, 0, 0, 0, 16, 79, 49, 0
33, 8, 0, 7, 276, 150, 8.36364, 364, 150, 11.0303, -88, 15, -2.66667, 44.9234, 343, 2, 6, 2, 0, 0, 0, 2, 67, 7, 1, 58, 0, 0, 0, 1, 2, 1, 1
7, 3, 0, 4, 22, 12, 3.14286, 11, 4, 1.57143, 11, 11, 1.57143, 83.013, 193.857, 25, 1, 23, 2, 55, 0, 4, 0, 127, 11, 16, 0, 1, 4, 10, 31, 45, 0
31, 5, 0, 8, 216, 41, 6.96774, 171, 41, 5.51613, 45, 36, 1.45161, 146.976, 367, 23, 4, 18, 5, 21, 0, 2, 49, 48, 7, 148, 1, 0, 1, 7, 23, 13, 0
22, 6, 0, 5, 368, 85, 16.7273, 101, 31, 4.59091, 267, 65, 12.1364, 59.2092, 205.857, 24, 5, 11, 13, 45, 4, 1, 52, 178, 10, 161, 0, 1, 0, 5, 82, 34, 0
17, 6, 0, 5, 91, 42, 5.35294, 104, 42, 6.11765, -13, 4, -0.764706, 72.0581, 367, 2, 4, 2, 0, 1, 0, 1, 6, 4, 2, 25, 0, 0, 1, 1, 2, 1, 0
106, 35, 0, 11, 4597, 1604, 43.3679, 2447, 849, 23.0849, 2150, 1604, 20.283, 17.0975, 225.286, 41, 1, 9, 33, 210, 0, 19, 0, 426, 21, 8, 15, 5, 0, 15, 170, 89, 1
