@RELATION allchange-metrics

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
7,3,0,4,22.0,12.0,3.14286,11.0,4.0,1.57143,11.0,11.0,1.57143,193.857,83.013,0
31,5,0,8,216.0,41.0,6.96774,171.0,41.0,5.51613,45.0,36.0,1.45161,367.0,146.976,0
22,6,0,5,368.0,85.0,16.7273,101.0,31.0,4.59091,267.0,65.0,12.1364,205.857,59.2092,0
17,6,0,5,91.0,42.0,5.35294,104.0,42.0,6.11765,-13.0,4.0,-0.764706,367.0,72.0581,0
106,35,0,11,4597.0,1604.0,43.3679,2447.0,849.0,23.0849,2150.0,1604.0,20.283,225.286,17.0975,1
4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,184.571,31.7143,0
25,5,0,6,443.0,128.0,17.72,511.0,128.0,20.44,-68.0,3.0,-2.72,367.0,58.7591,0
9,4,0,5,31.0,11.0,3.44444,31.0,11.0,3.44444,0.0,0.0,0.0,220.143,16.5392,0
52,5,0,6,1715.0,296.0,32.9808,1882.0,323.0,36.1923,-167.0,22.0,-3.21154,367.0,65.6336,0
58,6,0,10,317.0,78.0,5.46552,334.0,78.0,5.75862,-17.0,10.0,-0.293103,367.0,92.6327,1
38,13,0,7,373.0,119.0,9.81579,276.0,119.0,7.26316,97.0,65.0,2.55263,333.143,68.8728,0
39,5,0,8,449.0,104.0,11.5128,403.0,104.0,10.3333,46.0,16.0,1.17949,329.0,41.8762,0
30,5,0,4,387.0,121.0,12.9,295.0,121.0,9.83333,92.0,71.0,3.06667,367.0,101.296,0
13,4,0,1,337.0,78.0,25.9231,167.0,45.0,12.8462,170.0,50.0,13.0769,9.14286,1.99788,1
9,5,0,4,14.0,4.0,1.55556,13.0,4.0,1.44444,1.0,1.0,0.111111,224.857,67.7959,0
143,8,0,10,7111.0,1444.0,49.7273,7724.0,1444.0,54.014,-613.0,217.0,-4.28671,367.0,74.1449,1
156,12,0,11,3401.0,580.0,21.8013,2342.0,588.0,15.0128,1059.0,222.0,6.78846,367.0,152.001,1
40,7,0,7,624.0,92.0,15.6,271.0,89.0,6.775,353.0,74.0,8.825,333.143,96.3013,0
36,13,0,7,614.0,220.0,17.0556,384.0,220.0,10.6667,230.0,86.0,6.38889,333.143,71.7064,0
54,5,0,8,621.0,91.0,11.5,459.0,91.0,8.5,162.0,48.0,3.0,367.0,116.731,0
90,7,0,7,2398.0,590.0,26.6444,2072.0,590.0,23.0222,326.0,91.0,3.62222,367.0,69.7218,0
131,20,0,7,2700.0,580.0,20.6107,2515.0,580.0,19.1985,185.0,42.0,1.41221,367.0,79.1748,1
43,13,0,8,557.0,190.0,12.9535,315.0,190.0,7.32558,242.0,100.0,5.62791,333.143,76.6576,0
27,6,0,5,287.0,81.0,10.6296,280.0,81.0,10.3704,7.0,7.0,0.259259,367.0,88.5903,0
60,8,0,7,653.0,163.0,10.8833,626.0,163.0,10.4333,27.0,17.0,0.45,367.0,74.995,0
43,3,0,6,392.0,71.0,9.11628,318.0,71.0,7.39535,74.0,52.0,1.72093,367.0,61.2591,0
59,7,0,9,588.0,205.0,9.9661,594.0,205.0,10.0678,-6.0,21.0,-0.101695,367.0,79.0481,1
11,1,0,3,194.0,141.0,17.6364,78.0,33.0,7.09091,116.0,121.0,10.5455,89.0,6.10604,0
31,8,0,7,508.0,87.0,16.3871,85.0,9.0,2.74194,423.0,87.0,13.6452,229.714,7.75506,0
120,31,0,12,3335.0,544.0,27.7917,2024.0,588.0,16.8667,1311.0,125.0,10.925,333.143,131.366,0
38,13,0,7,359.0,135.0,9.44737,216.0,135.0,5.68421,143.0,58.0,3.76316,333.143,71.4314,0
38,3,0,9,161.0,27.0,4.23684,138.0,21.0,3.63158,23.0,14.0,0.605263,248.143,67.559,0
81,7,0,9,796.0,143.0,9.82716,565.0,143.0,6.97531,231.0,47.0,2.85185,367.0,132.518,0
119,55,0,9,8425.0,2042.0,70.7983,2635.0,594.0,22.1429,5790.0,2013.0,48.6555,246.571,30.3109,1
37,7,0,8,120.0,16.0,3.24324,101.0,29.0,2.72973,19.0,9.0,0.513513,239.143,61.5,0
42,6,0,7,1347.0,618.0,32.0714,1432.0,637.0,34.0952,-85.0,5.0,-2.02381,367.0,35.6825,0
7,2,0,3,64.0,25.0,9.14286,49.0,26.0,7.0,15.0,8.0,2.14286,184.571,24.154,0
11,6,0,5,39.0,8.0,3.54545,14.0,5.0,1.27273,25.0,7.0,2.27273,288.143,107.689,0
244,19,0,8,10254.0,1386.0,42.0246,5777.0,1386.0,23.6762,4477.0,564.0,18.3484,367.0,132.341,1
29,4,0,8,172.0,63.0,5.93103,146.0,75.0,5.03448,26.0,7.0,0.896552,243.0,22.7566,1
34,12,0,7,433.0,238.0,12.7353,303.0,238.0,8.91176,130.0,60.0,3.82353,333.143,55.2118,0
37,6,0,6,252.0,66.0,6.81081,258.0,66.0,6.97297,-6.0,12.0,-0.162162,367.0,45.5635,0
20,6,0,4,187.0,89.0,9.35,179.0,89.0,8.95,8.0,6.0,0.4,367.0,47.6921,0
38,6,0,7,1976.0,971.0,52.0,2022.0,971.0,53.2105,-46.0,10.0,-1.21053,367.0,35.1962,0
2,0,0,1,11.0,11.0,5.5,1.0,1.0,0.5,10.0,10.0,5.0,66.7143,0.714286,0
18,3,0,4,80.0,27.0,4.44444,101.0,33.0,5.61111,-21.0,6.0,-1.16667,367.0,80.5321,0
46,4,0,6,943.0,310.0,20.5,964.0,310.0,20.9565,-21.0,10.0,-0.456522,367.0,34.3077,0
42,14,0,7,539.0,170.0,12.8333,289.0,170.0,6.88095,250.0,74.0,5.95238,333.143,68.9268,0
6,3,0,2,23.0,10.0,3.83333,37.0,31.0,6.16667,-14.0,6.0,-2.33333,113.857,20.323,0
31,11,0,5,562.0,75.0,18.129,312.0,65.0,10.0645,250.0,74.0,8.06452,264.857,34.1734,0
16,6,0,6,130.0,22.0,8.125,51.0,20.0,3.1875,79.0,22.0,4.9375,198.143,50.2901,0
14,3,0,3,443.0,180.0,31.6429,51.0,22.0,3.64286,392.0,180.0,28.0,222.857,13.5824,0
21,4,0,6,129.0,32.0,6.14286,110.0,32.0,5.2381,19.0,8.0,0.904762,367.0,100.924,0
24,8,0,6,225.0,77.0,9.375,189.0,77.0,7.875,36.0,47.0,1.5,333.143,66.5175,0
5,4,0,1,22.0,19.0,4.4,18.0,15.0,3.6,4.0,4.0,0.8,168.857,95.5909,0
16,5,0,4,95.0,42.0,5.9375,91.0,22.0,5.6875,4.0,21.0,0.25,176.857,107.777,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,22.7143,19.7143,0
9,4,0,5,18.0,4.0,2.0,11.0,4.0,1.22222,7.0,4.0,0.777778,217.143,86.3968,0
65,7,0,7,643.0,217.0,9.89231,787.0,324.0,12.1077,-144.0,13.0,-2.21538,367.0,60.7758,0
4,4,0,1,3.0,1.0,0.75,3.0,1.0,0.75,0.0,0.0,0.0,126.571,74.0476,0
5,2,0,1,40.0,19.0,8.0,1.0,1.0,0.2,39.0,18.0,7.8,9.14286,1.37143,0
109,15,0,8,2519.0,442.0,23.1101,1822.0,290.0,16.7156,697.0,213.0,6.3945,367.0,155.613,0
36,13,0,7,351.0,130.0,9.75,208.0,130.0,5.77778,143.0,58.0,3.97222,333.143,72.3289,0
10,5,0,1,85.0,55.0,8.5,13.0,3.0,1.3,72.0,54.0,7.2,78.7143,15.4303,0
7,3,0,5,11.0,4.0,1.57143,8.0,4.0,1.14286,3.0,3.0,0.428571,264.857,94.5714,1
36,13,0,7,482.0,175.0,13.3889,288.0,175.0,8.0,194.0,76.0,5.38889,333.143,72.0033,0
2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.714,0,0
38,3,0,7,476.0,152.0,12.5263,395.0,152.0,10.3947,81.0,56.0,2.13158,367.0,105.485,0
157,13,0,8,2349.0,392.0,14.9618,1852.0,392.0,11.7962,497.0,295.0,3.16561,367.0,94.4644,1
45,17,0,8,1126.0,157.0,25.0222,729.0,306.0,16.2,397.0,148.0,8.82222,281.714,67.46,0
78,15,1,7,1262.0,219.0,16.1795,1014.0,246.0,13.0,248.0,205.0,3.17949,255.714,64.8228,1
44,10,0,7,244.0,31.0,5.54545,174.0,21.0,3.95455,70.0,17.0,1.59091,239.143,57.1985,1
33,5,0,5,168.0,74.0,5.09091,141.0,74.0,4.27273,27.0,11.0,0.818182,367.0,67.8172,0
25,7,0,8,1229.0,291.0,49.16,765.0,122.0,30.6,464.0,169.0,18.56,220.143,81.2442,0
28,6,0,6,115.0,34.0,4.10714,75.0,34.0,2.67857,40.0,11.0,1.42857,351.857,72.0658,0
226,71,0,10,50221.0,3693.0,222.217,44127.0,2958.0,195.252,6094.0,2050.0,26.9646,367.0,91.0942,1
15,2,0,2,120.0,27.0,8.0,48.0,20.0,3.2,72.0,26.0,4.8,105.0,60.5952,1
38,7,0,6,496.0,105.0,13.0526,478.0,105.0,12.5789,18.0,9.0,0.473684,367.0,51.4145,0
127,24,0,10,8666.0,1365.0,68.2362,5536.0,1365.0,43.5905,3130.0,546.0,24.6457,367.0,112.494,1
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
8,0,0,1,75.0,24.0,9.375,20.0,12.0,2.5,55.0,19.0,6.875,126.0,5.41524,0
21,4,0,6,335.0,130.0,15.9524,253.0,130.0,12.0476,82.0,46.0,3.90476,333.143,71.0094,0
21,4,0,8,269.0,195.0,12.8095,229.0,194.0,10.9048,40.0,14.0,1.90476,325.857,146.125,0
25,9,0,6,119.0,36.0,4.76,103.0,36.0,4.12,16.0,8.0,0.64,325.143,87.6999,0
3,2,0,2,5.0,3.0,1.66667,4.0,3.0,1.33333,1.0,1.0,0.333333,111.714,13.1714,0
239,59,0,10,14272.0,3055.0,59.7155,13174.0,3055.0,55.1213,1098.0,269.0,4.59414,367.0,80.6008,1
54,9,0,6,525.0,115.0,9.72222,494.0,115.0,9.14815,31.0,21.0,0.574074,367.0,71.8171,0
58,13,0,7,905.0,215.0,15.6034,476.0,215.0,8.2069,429.0,132.0,7.39655,333.143,87.9662,0
31,8,0,7,212.0,105.0,6.83871,280.0,105.0,9.03226,-68.0,8.0,-2.19355,343.0,54.0222,1
98,26,0,13,15621.0,3028.0,159.398,12538.0,3026.0,127.939,3083.0,751.0,31.4592,294.571,138.94,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
90,14,0,8,3173.0,548.0,35.2556,3015.0,610.0,33.5,158.0,76.0,1.75556,367.0,100.157,0
97,23,0,8,1990.0,289.0,20.5155,1403.0,289.0,14.4639,587.0,140.0,6.05155,367.0,139.257,1
36,5,0,5,310.0,59.0,8.61111,307.0,59.0,8.52778,3.0,10.0,0.0833333,367.0,68.859,0
3,2,0,2,24.0,18.0,8.0,97.0,87.0,32.3333,-73.0,8.0,-24.3333,122.714,57.3929,0
18,4,0,7,64.0,14.0,3.55556,33.0,10.0,1.83333,31.0,12.0,1.72222,248.571,58.0045,1
43,3,0,5,768.0,230.0,17.8605,467.0,87.0,10.8605,301.0,161.0,7.0,367.0,138.212,0
29,9,0,7,276.0,113.0,9.51724,162.0,113.0,5.58621,114.0,52.0,3.93103,333.143,71.3131,0
25,6,0,6,339.0,113.0,13.56,67.0,7.0,2.68,272.0,107.0,10.88,229.714,26.3936,0
55,6,0,8,988.0,192.0,17.9636,975.0,192.0,17.7273,13.0,50.0,0.236364,367.0,112.65,1
28,3,0,6,352.0,112.0,12.5714,113.0,36.0,4.03571,239.0,112.0,8.53571,240.857,45.5933,0
39,14,0,7,400.0,171.0,10.2564,255.0,171.0,6.53846,145.0,60.0,3.71795,333.143,66.5168,0
27,5,0,6,257.0,45.0,9.51852,114.0,44.0,4.22222,143.0,31.0,5.2963,227.571,46.5097,1
22,4,0,5,268.0,61.0,12.1818,99.0,30.0,4.5,169.0,31.0,7.68182,236.0,17.9238,1
95,18,0,8,845.0,75.0,8.89474,382.0,51.0,4.02105,463.0,61.0,4.87368,325.143,110.378,0
56,17,0,7,3556.0,587.0,63.5,4880.0,1041.0,87.1429,-1324.0,307.0,-23.6429,322.714,115.126,1
38,13,0,7,356.0,130.0,9.36842,214.0,130.0,5.63158,142.0,58.0,3.73684,333.143,71.937,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2857,0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.714,0,0
3,0,0,1,18.0,14.0,6.0,3.0,2.0,1.0,15.0,13.0,5.0,73.5714,3.79365,0
23,3,0,6,81.0,19.0,3.52174,81.0,14.0,3.52174,0.0,17.0,0.0,261.571,28.3104,0
35,6,0,6,179.0,54.0,5.11429,201.0,54.0,5.74286,-22.0,5.0,-0.628571,367.0,58.2705,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8571,0,0
19,6,0,5,47.0,9.0,2.47368,64.0,9.0,3.36842,-17.0,7.0,-0.894737,322.714,48.6717,0
53,13,0,7,697.0,175.0,13.1509,418.0,175.0,7.88679,279.0,160.0,5.26415,333.143,84.9543,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
28,4,0,5,105.0,45.0,3.75,103.0,45.0,3.67857,2.0,6.0,0.0714286,367.0,59.0014,0
30,4,0,5,132.0,55.0,4.4,136.0,55.0,4.53333,-4.0,7.0,-0.133333,367.0,50.4026,0
15,4,0,4,144.0,60.0,9.6,145.0,60.0,9.66667,-1.0,10.0,-0.0666667,347.857,51.7669,0
66,16,0,9,1416.0,249.0,21.4545,763.0,249.0,11.5606,653.0,147.0,9.89394,333.143,87.7899,0
11,4,0,5,27.0,10.0,2.45455,20.0,5.0,1.81818,7.0,5.0,0.636364,321.714,71.4709,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
70,8,0,9,809.0,102.0,11.5571,625.0,102.0,8.92857,184.0,51.0,2.62857,367.0,157.035,0
2,0,0,2,1.0,1.0,0.5,6.0,6.0,3.0,-5.0,0.0,-2.5,14.5714,5.0,0
34,4,0,5,163.0,68.0,4.79412,164.0,68.0,4.82353,-1.0,5.0,-0.0294118,367.0,47.3216,0
48,12,0,9,778.0,144.0,16.2083,318.0,144.0,6.625,460.0,94.0,9.58333,333.143,90.6761,0
42,6,0,7,262.0,115.0,6.2381,204.0,115.0,4.85714,58.0,14.0,1.38095,270.143,138.27,0
24,8,0,5,1171.0,357.0,48.7917,585.0,217.0,24.375,586.0,306.0,24.4167,238.429,63.1014,0
21,4,0,5,157.0,38.0,7.47619,135.0,38.0,6.42857,22.0,7.0,1.04762,367.0,77.6069,0
23,6,0,6,100.0,35.0,4.34783,87.0,35.0,3.78261,13.0,6.0,0.565217,367.0,85.0928,0
92,6,0,9,1830.0,206.0,19.8913,982.0,146.0,10.6739,848.0,205.0,9.21739,248.571,85.3527,1
75,7,0,7,2054.0,181.0,27.3867,1763.0,181.0,23.5067,291.0,112.0,3.88,367.0,72.6069,1
15,4,0,3,163.0,79.0,10.8667,161.0,79.0,10.7333,2.0,8.0,0.133333,367.0,47.2287,0
318,166,0,10,17380.0,3852.0,54.6541,12236.0,2861.0,38.478,5144.0,1378.0,16.1761,333.143,97.7421,1
115,16,0,11,2006.0,339.0,17.4435,1814.0,339.0,15.7739,192.0,68.0,1.66957,367.0,110.401,1
20,4,0,6,106.0,37.0,5.3,97.0,32.0,4.85,9.0,27.0,0.45,243.0,94.4892,0
90,7,0,9,2269.0,335.0,25.2111,1645.0,335.0,18.2778,624.0,96.0,6.93333,367.0,143.248,1
3,0,0,2,16.0,15.0,5.33333,1.0,1.0,0.333333,15.0,15.0,5.0,112.0,38.3036,0
37,4,0,6,706.0,351.0,19.0811,739.0,351.0,19.973,-33.0,5.0,-0.891892,367.0,39.6908,0
43,6,0,7,1703.0,718.0,39.6047,1711.0,718.0,39.7907,-8.0,44.0,-0.186047,367.0,41.9631,0
16,5,0,6,60.0,13.0,3.75,43.0,9.0,2.6875,17.0,6.0,1.0625,325.143,102.576,0
80,11,0,6,1712.0,152.0,21.4,853.0,113.0,10.6625,859.0,105.0,10.7375,239.143,65.9057,1
166,72,0,11,4331.0,668.0,26.0904,2972.0,616.0,17.9036,1359.0,119.0,8.18675,333.143,147.972,1
16,3,0,4,144.0,45.0,9.0,121.0,29.0,7.5625,23.0,22.0,1.4375,236.0,21.5427,0
34,12,0,7,314.0,123.0,9.23529,179.0,123.0,5.26471,135.0,60.0,3.97059,333.143,70.7502,0
9,4,0,4,44.0,22.0,4.88889,39.0,22.0,4.33333,5.0,5.0,0.555556,329.0,44.6526,1
38,6,0,6,385.0,132.0,10.1316,305.0,132.0,8.02632,80.0,23.0,2.10526,367.0,60.177,0
12,4,0,5,40.0,11.0,3.33333,14.0,4.0,1.16667,26.0,11.0,2.16667,240.143,20.6786,0
17,3,0,4,106.0,23.0,6.23529,24.0,6.0,1.41176,82.0,23.0,4.82353,227.571,9.22237,0
51,9,0,7,426.0,143.0,8.35294,394.0,143.0,7.72549,32.0,13.0,0.627451,367.0,88.2921,0
35,10,0,6,336.0,103.0,9.6,306.0,89.0,8.74286,30.0,22.0,0.857143,322.714,75.7976,0
66,11,0,8,885.0,193.0,13.4091,823.0,193.0,12.4697,62.0,53.0,0.939394,367.0,125.48,0
6,6,0,1,10.0,3.0,1.66667,6.0,2.0,1.0,4.0,2.0,0.666667,168.857,94.5857,0
121,27,0,9,1943.0,305.0,16.0579,1245.0,305.0,10.2893,698.0,150.0,5.76859,367.0,146.939,1
6,2,0,1,98.0,37.0,16.3333,13.0,9.0,2.16667,85.0,37.0,14.1667,142.0,29.0831,0
24,6,0,5,269.0,100.0,11.2083,68.0,9.0,2.83333,201.0,91.0,8.375,229.714,9.76739,0
20,5,0,5,155.0,46.0,7.75,150.0,54.0,7.5,5.0,14.0,0.25,367.0,80.0212,0
31,4,0,5,148.0,67.0,4.77419,153.0,67.0,4.93548,-5.0,4.0,-0.16129,367.0,52.1911,0
66,6,0,9,2006.0,584.0,30.3939,470.0,105.0,7.12121,1536.0,556.0,23.2727,329.143,99.6814,0
33,4,0,7,310.0,87.0,9.39394,86.0,19.0,2.60606,224.0,68.0,6.78788,261.571,129.549,0
13,4,0,3,86.0,47.0,6.61538,49.0,13.0,3.76923,37.0,35.0,2.84615,136.571,12.0282,0
43,10,0,8,485.0,178.0,11.2791,140.0,46.0,3.25581,345.0,132.0,8.02326,320.714,153.406,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8571,0,1
28,5,0,6,414.0,215.0,14.7857,428.0,215.0,15.2857,-14.0,6.0,-0.5,367.0,45.3585,0
49,6,0,5,416.0,172.0,8.4898,421.0,172.0,8.59184,-5.0,15.0,-0.102041,367.0,57.4475,0
14,9,0,3,45.0,11.0,3.21429,25.0,6.0,1.78571,20.0,9.0,1.42857,168.857,52.1873,0
71,22,0,11,877.0,133.0,12.3521,531.0,133.0,7.47887,346.0,48.0,4.87324,333.143,129.753,0
64,12,0,7,1384.0,248.0,21.625,1316.0,248.0,20.5625,68.0,44.0,1.0625,367.0,111.665,0
26,8,0,5,67.0,10.0,2.57692,43.0,9.0,1.65385,24.0,10.0,0.923077,322.714,76.2345,0
124,10,0,9,2029.0,568.0,16.3629,1496.0,568.0,12.0645,533.0,51.0,4.29839,329.0,99.3253,1
4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,183.857,30.9762,0
64,6,0,7,714.0,232.0,11.1563,652.0,232.0,10.1875,62.0,39.0,0.96875,367.0,69.3741,0
28,4,0,5,190.0,60.0,6.78571,192.0,60.0,6.85714,-2.0,7.0,-0.0714286,367.0,63.3609,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7143,0,0
49,6,0,9,726.0,219.0,14.8163,729.0,219.0,14.8776,-3.0,23.0,-0.0612245,367.0,72.1556,0
20,6,0,6,91.0,42.0,4.55,76.0,42.0,3.8,15.0,10.0,0.75,347.857,63.5369,0
37,6,0,6,232.0,64.0,6.27027,239.0,64.0,6.45946,-7.0,11.0,-0.189189,367.0,46.1823,0
30,3,0,5,572.0,138.0,19.0667,570.0,138.0,19.0,2.0,10.0,0.0666667,367.0,77.5457,0
82,11,0,9,1715.0,270.0,20.9146,1266.0,524.0,15.439,449.0,265.0,5.47561,222.857,54.4049,0
56,9,0,8,657.0,141.0,11.7321,398.0,53.0,7.10714,259.0,140.0,4.625,250.0,147.079,1
2,0,0,1,8.0,8.0,4.0,3.0,3.0,1.5,5.0,5.0,2.5,123.714,0.142857,0
20,6,0,7,250.0,94.0,12.5,124.0,60.0,6.2,126.0,43.0,6.3,192.0,152.038,0
13,5,0,4,95.0,68.0,7.30769,88.0,68.0,6.76923,7.0,5.0,0.538462,345.429,47.2707,0
46,14,0,8,470.0,124.0,10.2174,229.0,124.0,4.97826,241.0,93.0,5.23913,333.143,134.24,0
5,3,0,1,23.0,15.0,4.6,16.0,9.0,3.2,7.0,6.0,1.4,168.857,84.6584,0
46,18,0,7,127.0,25.0,2.76087,132.0,25.0,2.86957,-5.0,18.0,-0.108696,181.429,33.0315,0
8,6,0,2,46.0,29.0,5.75,12.0,7.0,1.5,34.0,22.0,4.25,126.571,67.1366,0
52,5,0,7,690.0,175.0,13.2692,711.0,175.0,13.6731,-21.0,40.0,-0.403846,367.0,68.7714,0
6,0,0,2,17.0,9.0,2.83333,8.0,6.0,1.33333,9.0,9.0,1.5,140.143,2.19328,0
108,30,0,11,1416.0,164.0,13.1111,970.0,164.0,8.98148,446.0,83.0,4.12963,333.143,159.011,0
123,13,0,9,2597.0,393.0,21.1138,2389.0,393.0,19.4228,208.0,66.0,1.69106,367.0,130.377,1
51,7,0,6,437.0,149.0,8.56863,352.0,149.0,6.90196,85.0,20.0,1.66667,367.0,65.764,0
60,8,0,10,979.0,413.0,16.3167,808.0,413.0,13.4667,171.0,39.0,2.85,333.0,66.5053,1
12,4,0,6,71.0,49.0,5.91667,69.0,54.0,5.75,2.0,7.0,0.166667,243.0,46.3501,1
61,18,0,7,601.0,116.0,9.85246,498.0,116.0,8.16393,103.0,28.0,1.68852,367.0,95.2008,0
21,4,0,8,290.0,107.0,13.8095,51.0,15.0,2.42857,239.0,107.0,11.381,228.429,14.2847,0
95,11,0,8,2048.0,311.0,21.5579,1923.0,311.0,20.2421,125.0,28.0,1.31579,367.0,88.3375,1
14,2,0,6,51.0,12.0,3.64286,26.0,11.0,1.85714,25.0,11.0,1.78571,216.571,75.3782,1
63,23,0,10,2035.0,467.0,32.3016,1133.0,467.0,17.9841,902.0,139.0,14.3175,333.143,107.323,0
12,10,0,2,139.0,38.0,11.5833,130.0,77.0,10.8333,9.0,16.0,0.75,126.571,41.1747,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,33.8571,30.8571,0
25,4,0,5,421.0,100.0,16.84,300.0,69.0,12.0,121.0,60.0,4.84,367.0,106.91,0
40,4,0,8,373.0,105.0,9.325,329.0,105.0,8.225,44.0,14.0,1.1,329.0,68.1264,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
28,4,0,7,178.0,58.0,6.35714,175.0,58.0,6.25,3.0,8.0,0.107143,329.0,38.0385,0
144,9,0,10,3312.0,537.0,23.0,1949.0,361.0,13.5347,1363.0,176.0,9.46528,367.0,227.626,1
34,4,0,5,233.0,54.0,6.85294,240.0,54.0,7.05882,-7.0,6.0,-0.205882,367.0,77.8087,0
69,10,0,7,823.0,171.0,11.9275,442.0,171.0,6.4058,381.0,145.0,5.52174,359.857,56.821,1
100,5,0,7,4966.0,645.0,49.66,5428.0,645.0,54.28,-462.0,55.0,-4.62,367.0,46.5549,1
3,0,0,2,6.0,5.0,2.0,8.0,7.0,2.66667,-2.0,0.0,-0.666667,89.0,22.9524,0
28,4,0,5,136.0,50.0,4.85714,134.0,50.0,4.78571,2.0,6.0,0.0714286,367.0,53.2805,0
26,5,0,4,332.0,39.0,12.7692,131.0,39.0,5.03846,201.0,39.0,7.73077,175.714,23.7431,0
25,5,0,7,64.0,13.0,2.56,53.0,8.0,2.12,11.0,13.0,0.44,239.143,70.4911,0
56,7,0,8,647.0,174.0,11.5536,567.0,174.0,10.125,80.0,30.0,1.42857,367.0,86.2279,1
6,2,0,3,42.0,22.0,7.0,25.0,9.0,4.16667,17.0,17.0,2.83333,169.143,25.6633,0
46,8,0,6,1599.0,712.0,34.7609,1693.0,825.0,36.8043,-94.0,80.0,-2.04348,367.0,40.0115,0
11,2,0,3,44.0,16.0,4.0,35.0,11.0,3.18182,9.0,5.0,0.818182,177.143,23.7045,0
11,4,0,4,42.0,9.0,3.81818,42.0,9.0,3.81818,0.0,0.0,0.0,322.714,36.2279,0
23,7,0,8,214.0,99.0,9.30435,133.0,99.0,5.78261,81.0,21.0,3.52174,332.0,76.0494,0
21,5,0,5,120.0,58.0,5.71429,122.0,58.0,5.80952,-2.0,6.0,-0.0952381,367.0,63.0702,0
30,4,0,5,243.0,71.0,8.1,236.0,71.0,7.86667,7.0,6.0,0.233333,367.0,47.4062,0
60,4,0,8,890.0,212.0,14.8333,769.0,281.0,12.8167,121.0,131.0,2.01667,249.143,32.1392,0
9,4,0,6,49.0,11.0,5.44444,31.0,10.0,3.44444,18.0,9.0,2.0,220.143,38.5423,0
6,0,0,3,302.0,143.0,50.3333,287.0,143.0,47.8333,15.0,143.0,2.5,84.5714,23.6272,0
68,11,0,9,2381.0,402.0,35.0147,1288.0,141.0,18.9412,1093.0,361.0,16.0735,220.143,35.9899,1
84,9,0,7,1444.0,249.0,17.1905,1425.0,249.0,16.9643,19.0,15.0,0.22619,367.0,110.897,1
17,3,0,4,106.0,23.0,6.23529,24.0,6.0,1.41176,82.0,23.0,4.82353,227.571,9.22237,0
15,4,0,5,55.0,10.0,3.66667,68.0,18.0,4.53333,-13.0,4.0,-0.866667,322.714,65.2597,0
69,6,0,8,922.0,282.0,13.3623,747.0,282.0,10.8261,175.0,38.0,2.53623,329.0,47.0913,0
39,7,0,6,734.0,162.0,18.8205,232.0,58.0,5.94872,502.0,162.0,12.8718,239.571,14.6339,0
9,9,0,1,141.0,54.0,15.6667,37.0,18.0,4.11111,104.0,50.0,11.5556,168.857,122.691,0
16,3,0,6,51.0,11.0,3.1875,46.0,9.0,2.875,5.0,10.0,0.3125,261.571,25.8964,0
144,10,0,9,3524.0,763.0,24.4722,2994.0,763.0,20.7917,530.0,86.0,3.68056,367.0,134.697,0
6,3,0,2,58.0,22.0,9.66667,21.0,14.0,3.5,37.0,17.0,6.16667,140.143,27.7192,1
