@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
35, 6, 0, 6, 177, 54, 5.05714, 201, 54, 5.74286, -24, 5, -0.685714, 57.4762, 367, 3, 2, 3, 0, 66, 0, 1, 152, 37, 12, 41, 1, 1, 0, 11, 14, 12, 0
30, 4, 0, 4, 148, 48, 4.93333, 146, 48, 4.86667, 2, 5, 0.0666667, 52.1207, 367, 5, 2, 5, 0, 10, 0, 1, 152, 27, 5, 41, 1, 1, 0, 4, 6, 5, 0
12, 3, 0, 5, 233, 165, 19.4167, 78, 34, 6.5, 155, 131, 12.9167, 78.8087, 184.714, 13, 1, 8, 6, 45, 1, 2, 0, 151, 10, 8, 0, 3, 2, 6, 53, 53, 0
4, 2, 0, 2, 5, 3, 1.25, 5, 3, 1.25, 0, 0, 0, 55.5714, 127, 4, 1, 2, 2, 15, 1, 1, 0, 32, 6, 8, 0, 0, 1, 1, 10, 15, 0
81, 7, 0, 9, 796, 143, 9.82716, 565, 143, 6.97531, 231, 47, 2.85185, 132.518, 367, 24, 3, 19, 7, 276, 0, 6, 40, 190, 24, 71, 0, 0, 5, 24, 70, 61, 0
35, 4, 0, 7, 613, 171, 17.5143, 566, 164, 16.1714, 47, 28, 1.34286, 87.2589, 367, 10, 3, 9, 1, 91, 0, 2, 40, 163, 14, 71, 1, 0, 1, 13, 17, 55, 0
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60.5714, 0, 4, 0, 0, 1, 0, 1, 43, 7, 2, 33, 0, 0, 1, 2, 2, 3, 0
178, 13, 0, 11, 3899, 491, 21.9045, 2892, 491, 16.2472, 1007, 220, 5.6573, 137.097, 367, 37, 4, 7, 33, 666, 1, 9, 49, 947, 37, 148, 0, 6, 0, 24, 297, 293, 1
42, 5, 0, 9, 255, 41, 6.07143, 177, 41, 4.21429, 78, 10, 1.85714, 128.515, 367, 91, 1, 91, 0, 28, 6, 28, 0, 18, 8, 8, 0, 0, 0, 8, 10, 6, 0
143, 8, 0, 10, 7111, 1444, 49.7273, 7724, 1444, 54.014, -613, 217, -4.28671, 74.1449, 367, 87, 2, 72, 21, 276, 2, 12, 262, 546, 24, 80, 0, 1, 9, 19, 157, 169, 1
33, 4, 0, 4, 397, 54, 12.0303, 280, 53, 8.48485, 117, 53, 3.54545, 42.6312, 164.714, 8, 5, 1, 7, 45, 0, 5, 55, 210, 10, 171, 0, 0, 5, 10, 70, 47, 0
239, 14, 0, 12, 13423, 873, 56.1632, 12995, 896, 54.3724, 428, 103, 1.79079, 54.9122, 367, 34, 2, 17, 25, 325, 0, 2, 262, 1091, 26, 80, 0, 13, 2, 6, 362, 310, 1
149, 9, 0, 10, 2389, 507, 16.0336, 1947, 507, 13.0671, 442, 152, 2.96644, 96.0364, 367, 44, 2, 21, 28, 406, 0, 13, 262, 687, 29, 80, 5, 5, 8, 10, 280, 226, 1
9, 6, 0, 4, 24, 7, 2.66667, 7, 2, 0.777778, 17, 7, 1.88889, 71.7738, 127, 5, 1, 4, 1, 21, 0, 3, 0, 28, 7, 8, 0, 0, 3, 5, 12, 7, 0
71, 5, 0, 10, 979, 202, 13.7887, 716, 210, 10.0845, 263, 50, 3.70423, 132.269, 367, 39, 3, 32, 10, 253, 3, 1, 34, 251, 23, 24, 0, 0, 1, 23, 64, 74, 1
32, 5, 0, 7, 133, 45, 4.15625, 129, 45, 4.03125, 4, 6, 0.125, 58.1525, 367, 8, 2, 5, 3, 10, 1, 4, 28, 21, 5, 16, 0, 0, 4, 5, 12, 7, 0
3, 0, 0, 3, 1, 1, 0.333333, 1, 1, 0.333333, 0, 0, 0, 0, 162.571, 2, 3, 1, 1, 3, 0, 1, 32, 10, 3, 21, 0, 0, 1, 3, 6, 3, 0
5, 1, 0, 2, 26, 11, 5.2, 10, 4, 2, 16, 7, 3.2, 51.945, 103.286, 6, 1, 3, 3, 15, 0, 9, 0, 116, 6, 8, 1, 0, 6, 6, 34, 31, 0
17, 4, 0, 4, 68, 23, 4, 68, 23, 4, 0, 6, 0, 61.6723, 367, 1, 1, 1, 0, 0, 0, 2, 0, 4, 1, 8, 0, 0, 2, 1, 1, 1, 0
62, 7, 0, 9, 711, 106, 11.4677, 516, 117, 8.32258, 195, 28, 3.14516, 133.266, 367, 20, 6, 9, 12, 105, 0, 6, 61, 186, 15, 207, 1, 0, 4, 14, 100, 49, 0
54, 5, 0, 8, 621, 91, 11.5, 459, 91, 8.5, 162, 48, 3, 116.731, 367, 25, 3, 17, 11, 45, 2, 9, 34, 177, 10, 24, 0, 1, 6, 9, 41, 49, 0
156, 12, 0, 11, 3401, 580, 21.8013, 2342, 588, 15.0128, 1059, 222, 6.78846, 152.001, 367, 84, 1, 68, 30, 703, 0, 27, 140, 1069, 38, 8, 11, 3, 10, 27, 312, 321, 1
28, 4, 0, 5, 138, 39, 4.92857, 123, 39, 4.39286, 15, 23, 0.535714, 112.678, 367, 5, 6, 1, 4, 10, 0, 0, 61, 33, 5, 207, 0, 0, 0, 4, 18, 12, 0
143, 8, 0, 9, 2802, 441, 19.5944, 1959, 443, 13.6993, 843, 136, 5.8951, 144.063, 367, 66, 2, 56, 19, 1540, 4, 9, 28, 724, 56, 16, 0, 0, 9, 54, 244, 235, 1
89, 9, 0, 9, 2001, 399, 22.4831, 1889, 399, 21.2247, 112, 117, 1.25843, 118.103, 367, 55, 3, 44, 15, 105, 0, 12, 274, 378, 15, 103, 0, 2, 12, 11, 93, 110, 1
131, 7, 0, 10, 3730, 879, 28.4733, 3780, 893, 28.855, -50, 61, -0.381679, 119.775, 367, 18, 1, 7, 13, 630, 1, 5, 0, 736, 36, 8, 1, 0, 4, 3, 267, 292, 1
106, 5, 0, 7, 2472, 179, 23.3208, 1233, 137, 11.6321, 1239, 123, 11.6887, 78.6175, 204.714, 13, 2, 1, 13, 351, 0, 0, 4, 747, 27, 44, 0, 0, 0, 2, 249, 291, 1
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 13.5714, 16.5714, 3, 5, 1, 2, 10, 0, 0, 58, 34, 5, 179, 0, 0, 0, 4, 12, 7, 0
27, 4, 0, 5, 700, 202, 25.9259, 725, 216, 26.8519, -25, 17, -0.925926, 46.851, 367, 17, 5, 10, 7, 45, 2, 5, 56, 115, 10, 197, 0, 0, 5, 10, 22, 37, 1
59, 7, 0, 9, 588, 205, 9.9661, 594, 205, 10.0678, -6, 21, -0.101695, 79.0481, 367, 14, 2, 11, 6, 136, 1, 6, 153, 136, 17, 16, 0, 3, 6, 7, 54, 45, 1
19, 2, 0, 5, 201, 39, 10.5789, 99, 42, 5.21053, 102, 33, 5.36842, 50.1599, 224, 3, 4, 1, 2, 6, 0, 1, 35, 24, 4, 47, 0, 0, 1, 4, 8, 6, 0
90, 4, 0, 8, 1635, 276, 18.1667, 836, 153, 9.28889, 799, 204, 8.87778, 46.7696, 217.857, 13, 4, 2, 13, 66, 0, 7, 38, 412, 12, 80, 2, 3, 5, 9, 81, 105, 0
49, 4, 0, 9, 630, 89, 12.8571, 197, 43, 4.02041, 433, 89, 8.83673, 62.839, 224.143, 7, 3, 4, 4, 10, 1, 1, 37, 34, 5, 72, 0, 0, 0, 5, 13, 6, 0
184, 8, 0, 10, 4159, 756, 22.6033, 2077, 203, 11.288, 2082, 756, 11.3152, 48.756, 230.857, 35, 4, 19, 20, 1275, 1, 10, 49, 866, 51, 151, 2, 0, 8, 46, 296, 256, 1
16, 5, 0, 4, 115, 55, 7.1875, 119, 55, 7.4375, -4, 6, -0.25, 51.2435, 367, 3, 2, 3, 0, 6, 0, 3, 28, 13, 4, 16, 1, 0, 2, 3, 4, 4, 0
23, 6, 0, 6, 100, 35, 4.34783, 87, 35, 3.78261, 13, 6, 0.565217, 85.0928, 367, 8, 4, 8, 0, 1, 0, 2, 35, 9, 2, 47, 1, 0, 1, 2, 2, 2, 0
23, 3, 0, 7, 124, 39, 5.3913, 123, 39, 5.34783, 1, 5, 0.0434783, 80.6912, 367, 8, 3, 8, 0, 1, 0, 2, 37, 8, 2, 72, 1, 0, 1, 2, 2, 4, 0
17, 4, 0, 4, 79, 32, 4.64706, 77, 32, 4.52941, 2, 5, 0.117647, 54.3436, 367, 0, 3, 0, 0, 1, 0, 1, 159, 6, 2, 30, 1, 0, 0, 1, 2, 2, 0
31, 5, 0, 8, 216, 41, 6.96774, 171, 41, 5.51613, 45, 36, 1.45161, 146.976, 367, 23, 4, 18, 5, 21, 0, 2, 49, 48, 7, 148, 1, 0, 1, 7, 23, 13, 0
67, 4, 0, 7, 756, 160, 11.2836, 381, 73, 5.68657, 375, 160, 5.59701, 33.4348, 222.143, 9, 5, 1, 9, 78, 0, 0, 57, 129, 13, 202, 0, 0, 0, 12, 78, 33, 0
181, 11, 0, 10, 3670, 599, 20.2762, 2841, 599, 15.6961, 829, 180, 4.58011, 146.225, 367, 102, 3, 96, 12, 2926, 8, 11, 41, 840, 77, 72, 3, 1, 8, 69, 290, 308, 1
450, 12, 0, 12, 25117, 1261, 55.8156, 21204, 1261, 47.12, 3913, 429, 8.69556, 96.5124, 367, 144, 1, 131, 30, 2850, 3, 13, 249, 2877, 76, 8, 0, 4, 2, 60, 836, 972, 1
9, 3, 0, 4, 149, 68, 16.5556, 13, 4, 1.44444, 136, 68, 15.1111, 9.39981, 220.857, 4, 1, 3, 1, 10, 0, 4, 0, 47, 5, 8, 0, 0, 4, 5, 11, 17, 0
224, 16, 0, 12, 6579, 1041, 29.3705, 5717, 1041, 25.5223, 862, 146, 3.84821, 115.991, 367, 55, 4, 32, 32, 1275, 1, 15, 49, 1461, 51, 148, 8, 2, 7, 43, 446, 456, 1
22, 4, 0, 5, 137, 56, 6.22727, 125, 56, 5.68182, 12, 5, 0.545455, 74.6257, 367, 3, 4, 1, 2, 0, 0, 2, 43, 10, 1, 33, 0, 0, 2, 1, 5, 1, 0
17, 4, 0, 6, 58, 21, 3.41176, 54, 21, 3.17647, 4, 6, 0.235294, 98.3818, 367, 1, 4, 1, 0, 0, 0, 1, 35, 5, 1, 47, 0, 0, 1, 1, 1, 1, 0
26, 6, 0, 5, 243, 56, 9.34615, 99, 14, 3.80769, 144, 55, 5.53846, 54.0406, 190.714, 7, 3, 1, 7, 6, 0, 16, 37, 166, 4, 72, 0, 0, 7, 3, 34, 38, 1
144, 9, 0, 10, 3312, 537, 23, 1949, 361, 13.5347, 1363, 176, 9.46528, 227.626, 367, 128, 2, 126, 11, 1596, 3, 12, 28, 773, 57, 16, 0, 2, 2, 54, 197, 273, 1
114, 3, 0, 9, 1591, 198, 13.9561, 857, 111, 7.51754, 734, 198, 6.4386, 63.5575, 230.857, 25, 4, 20, 9, 253, 1, 6, 49, 333, 23, 148, 0, 0, 6, 22, 101, 117, 1
4, 2, 0, 3, 54, 26, 13.5, 18, 8, 4.5, 36, 18, 9, 35.6984, 127, 4, 2, 1, 3, 3, 0, 2, 2, 37, 3, 15, 2, 0, 0, 2, 11, 10, 1
50, 6, 0, 8, 271, 42, 5.42, 217, 42, 4.34, 54, 27, 1.08, 128.633, 367, 11, 4, 6, 6, 15, 0, 2, 49, 64, 6, 148, 0, 0, 2, 2, 18, 18, 0
7, 3, 0, 5, 11, 4, 1.57143, 8, 4, 1.14286, 3, 3, 0.428571, 94.5714, 264.857, 1, 3, 1, 0, 1, 0, 1, 37, 7, 2, 72, 0, 0, 1, 2, 2, 2, 1
41, 4, 0, 7, 209, 39, 5.09756, 171, 39, 4.17073, 38, 14, 0.926829, 110.032, 367, 29, 2, 26, 3, 28, 2, 6, 28, 35, 8, 16, 0, 0, 5, 8, 15, 11, 0
99, 5, 0, 8, 1946, 315, 19.6566, 856, 116, 8.64646, 1090, 315, 11.0101, 49.8048, 220.714, 15, 4, 8, 10, 351, 0, 10, 49, 533, 27, 148, 0, 0, 10, 25, 143, 150, 1
105, 17, 0, 9, 3845, 308, 36.619, 2468, 312, 23.5048, 1377, 167, 13.1143, 50.3423, 230.143, 13, 1, 6, 7, 861, 2, 58, 78, 1399, 42, 8, 3, 4, 4, 1, 329, 426, 1
43, 7, 0, 8, 888, 445, 20.6512, 427, 216, 9.93023, 461, 229, 10.7209, 102.345, 262, 13, 1, 0, 13, 351, 0, 45, 131, 2262, 27, 8, 40, 24, 5, 3, 368, 449, 0
15, 4, 0, 5, 138, 90, 9.2, 31, 5, 2.06667, 107, 86, 7.13333, 46.558, 262, 6, 1, 1, 5, 136, 0, 12, 114, 212, 17, 8, 10, 1, 0, 16, 69, 45, 0
14, 5, 0, 6, 19, 4, 1.35714, 40, 23, 2.85714, -21, 1, -1.5, 101.602, 236.143, 2, 1, 0, 2, 6, 0, 3, 0, 60, 4, 8, 0, 1, 0, 3, 16, 22, 0
92, 12, 0, 9, 2972, 319, 32.3043, 3264, 892, 35.4783, -292, 168, -3.17391, 49.4217, 239.143, 27, 2, 7, 20, 210, 4, 6, 133, 795, 21, 46, 4, 0, 2, 3, 171, 212, 1
7, 6, 0, 2, 14, 7, 2, 29, 27, 4.14286, -15, 4, -2.14286, 12.1531, 150.714, 2, 1, 2, 0, 1, 0, 4, 0, 9, 2, 8, 0, 0, 4, 2, 2, 2, 0
520, 132, 0, 12, 65571, 7452, 126.098, 59724, 7452, 114.854, 5847, 2768, 11.2442, 96.248, 367, 0, 1, 0, 0, 0, 5, 129, 282, 0, 0, 8, 9, 0, 43, 0, 0, 0, 1
2, 0, 0, 1, 58, 58, 29, 16, 16, 8, 42, 42, 21, 14.7143, 20.5714, 16, 2, 7, 9, 78, 0, 10, 4, 184, 13, 33, 4, 0, 3, 13, 36, 39, 0
52, 5, 0, 7, 1075, 343, 20.6731, 889, 343, 17.0962, 186, 68, 3.57692, 81.1875, 367, 11, 3, 2, 9, 105, 0, 9, 119, 250, 15, 40, 0, 0, 9, 13, 50, 64, 0
43, 4, 0, 7, 771, 322, 17.9302, 802, 328, 18.6512, -31, 21, -0.72093, 56.2944, 367, 17, 1, 14, 3, 300, 6, 4, 0, 172, 25, 8, 0, 0, 3, 23, 43, 54, 0
47, 6, 0, 7, 515, 168, 10.9574, 429, 168, 9.12766, 86, 60, 1.82979, 100.545, 367, 7, 2, 1, 7, 55, 1, 8, 4, 186, 11, 33, 0, 0, 8, 11, 36, 56, 0
29, 5, 0, 5, 139, 57, 4.7931, 140, 57, 4.82759, -1, 7, -0.0344828, 49.4584, 367, 3, 2, 1, 2, 21, 0, 1, 4, 26, 7, 33, 0, 0, 1, 7, 10, 8, 0
54, 8, 0, 7, 740, 243, 13.7037, 669, 243, 12.3889, 71, 85, 1.31481, 94.1838, 367, 9, 3, 1, 8, 45, 0, 7, 126, 166, 10, 44, 0, 0, 7, 10, 40, 39, 0
34, 5, 0, 5, 287, 92, 8.44118, 221, 92, 6.5, 66, 54, 1.94118, 107.619, 367, 6, 3, 1, 5, 55, 0, 6, 5, 107, 11, 40, 0, 0, 6, 11, 21, 34, 0
84, 9, 0, 8, 1426, 437, 16.9762, 1057, 437, 12.5833, 369, 117, 4.39286, 96.8127, 367, 13, 2, 2, 12, 136, 0, 13, 118, 409, 17, 33, 0, 0, 13, 17, 74, 102, 0
30, 4, 0, 5, 132, 55, 4.4, 136, 55, 4.53333, -4, 7, -0.133333, 50.4026, 367, 4, 2, 1, 3, 21, 3, 1, 4, 23, 7, 33, 0, 0, 1, 7, 11, 8, 0
80, 11, 0, 7, 1549, 505, 19.3625, 1280, 505, 16, 269, 138, 3.3625, 96.6581, 367, 13, 3, 5, 10, 231, 0, 20, 119, 468, 22, 40, 0, 0, 20, 22, 81, 139, 0
47, 7, 0, 7, 622, 205, 13.234, 535, 205, 11.383, 87, 59, 1.85106, 83.5916, 367, 7, 2, 0, 7, 55, 0, 9, 4, 158, 11, 33, 0, 0, 9, 11, 34, 34, 0
8, 0, 0, 1, 75, 24, 9.375, 20, 12, 2.5, 55, 19, 6.875, 5.41524, 126, 5, 2, 2, 3, 136, 0, 9, 219, 191, 17, 55, 7, 1, 1, 16, 30, 53, 0
2, 0, 0, 1, 11, 11, 5.5, 3, 3, 1.5, 8, 8, 4, 0.142857, 126, 2, 1, 2, 0, 1, 0, 13, 0, 42, 2, 8, 0, 0, 13, 2, 2, 10, 0
239, 59, 0, 10, 14272, 3055, 59.7155, 13174, 3055, 55.1213, 1098, 269, 4.59414, 80.6008, 367, 47, 1, 38, 9, 1225, 4, 107, 114, 3449, 50, 8, 2, 3, 44, 41, 374, 1169, 1
22, 9, 0, 4, 584, 155, 26.5455, 365, 102, 16.5909, 219, 53, 9.95454, 40.4474, 173.429, 37, 1, 35, 2, 91, 0, 15, 0, 136, 14, 8, 3, 2, 0, 12, 34, 52, 0
82, 11, 0, 9, 1715, 270, 20.9146, 1266, 524, 15.439, 449, 265, 5.47561, 54.4049, 222.857, 21, 2, 5, 16, 15, 0, 13, 3, 209, 6, 12, 5, 5, 0, 1, 57, 51, 0
2, 0, 0, 2, 8, 8, 4, 3, 3, 1.5, 5, 5, 2.5, 6.71429, 10.7143, 14, 1, 2, 12, 28, 2, 4, 0, 246, 8, 8, 1, 4, 1, 0, 53, 55, 0
26, 6, 0, 7, 207, 50, 7.96154, 164, 50, 6.30769, 43, 14, 1.65385, 104.823, 367, 13, 1, 9, 4, 1, 1, 6, 0, 14, 2, 23, 1, 0, 5, 2, 11, 5, 0
19, 3, 0, 5, 76, 25, 4, 51, 25, 2.68421, 25, 12, 1.31579, 118.041, 367, 2, 2, 2, 0, 0, 1, 2, 5, 4, 1, 25, 1, 0, 1, 1, 1, 1, 0
18, 3, 0, 5, 64, 25, 3.55556, 51, 25, 2.83333, 13, 6, 0.722222, 93.6473, 367, 5, 4, 5, 0, 0, 0, 1, 6, 3, 1, 27, 1, 0, 0, 1, 1, 1, 0
18, 3, 0, 5, 64, 25, 3.55556, 51, 25, 2.83333, 13, 6, 0.722222, 93.6473, 367, 4, 3, 4, 0, 0, 1, 1, 6, 3, 1, 26, 1, 0, 0, 1, 1, 1, 0
64, 12, 0, 7, 1384, 248, 21.625, 1316, 248, 20.5625, 68, 44, 1.0625, 111.665, 367, 4, 2, 2, 2, 190, 0, 12, 563, 164, 20, 24, 11, 0, 0, 20, 31, 58, 0
62, 12, 0, 6, 797, 160, 12.8548, 671, 160, 10.8226, 126, 31, 2.03226, 94.6232, 367, 15, 1, 7, 8, 28, 3, 6, 0, 126, 8, 11, 5, 1, 1, 7, 56, 22, 0
43, 10, 0, 8, 523, 180, 12.1628, 524, 180, 12.186, -1, 26, -0.0232558, 98.6651, 367, 2, 1, 1, 1, 10, 1, 4, 0, 38, 5, 8, 0, 0, 3, 5, 9, 5, 0
479, 70, 2, 12, 22297, 2482, 46.5491, 16639, 2576, 34.737, 5658, 459, 11.8121, 129.576, 367, 156, 2, 129, 36, 81003, 1, 5, 4, 6571, 403, 13, 4, 16, 1, 387, 2603, 1033, 1
19, 4, 0, 4, 81, 25, 4.26316, 76, 25, 4, 5, 11, 0.263158, 60.7372, 367, 2, 1, 2, 0, 0, 0, 1, 0, 3, 1, 23, 1, 0, 0, 1, 1, 1, 0
7, 0, 0, 1, 94, 34, 13.4286, 73, 26, 10.4286, 21, 11, 3, 3.71581, 9.57143, 5, 1, 1, 5, 10, 0, 11, 0, 140, 5, 16, 3, 1, 8, 4, 28, 25, 0
2, 0, 0, 1, 51, 51, 25.5, 29, 29, 14.5, 22, 22, 11, 3.57143, 9.57143, 9, 1, 1, 8, 6, 0, 13, 0, 153, 4, 16, 1, 0, 12, 4, 25, 33, 1
2, 0, 0, 2, 10, 10, 5, 4, 4, 2, 6, 6, 3, 5, 14.7143, 11, 1, 3, 9, 78, 1, 10, 0, 299, 13, 8, 0, 6, 10, 1, 51, 78, 0
124, 14, 0, 5, 4604, 1294, 37.129, 4049, 1294, 32.6532, 555, 170, 4.47581, 54.1314, 367, 26, 3, 4, 22, 1225, 1, 7, 406, 849, 50, 20, 0, 3, 7, 9, 230, 188, 0
29, 5, 0, 7, 209, 48, 7.2069, 245, 79, 8.44828, -36, 36, -1.24138, 47.7457, 222.857, 0, 1, 0, 0, 231, 0, 0, 0, 66, 22, 30, 0, 0, 0, 22, 22, 22, 0
13, 2, 0, 4, 74, 29, 5.69231, 50, 29, 3.84615, 24, 29, 1.84615, 13.749, 139.714, 6, 3, 1, 5, 6, 0, 2, 135, 107, 4, 67, 0, 0, 2, 2, 24, 49, 0
13, 5, 0, 4, 95, 68, 7.30769, 88, 68, 6.76923, 7, 5, 0.538462, 47.2707, 345.429, 4, 1, 1, 3, 28, 0, 4, 0, 50, 8, 8, 0, 0, 4, 8, 17, 16, 0
4, 4, 0, 2, 6, 4, 1.5, 6, 4, 1.5, 0, 0, 0, 41.1429, 194, 4, 1, 2, 2, 3, 0, 14, 0, 311, 3, 8, 14, 1, 0, 2, 15, 45, 0
5, 2, 0, 2, 52, 29, 10.4, 28, 23, 5.6, 24, 10, 4.8, 15.8049, 103.857, 9, 1, 4, 5, 36, 1, 3, 0, 99, 9, 38, 3, 4, 0, 5, 44, 25, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 19.7143, 22.7143, 4, 1, 1, 3, 28, 0, 3, 0, 94, 8, 16, 0, 1, 3, 7, 18, 24, 0
28, 3, 0, 7, 253, 92, 9.03571, 253, 92, 9.03571, 0, 9, 0, 44.2716, 367, 3, 1, 2, 1, 21, 0, 4, 0, 71, 7, 8, 0, 1, 4, 6, 11, 22, 0
7, 2, 0, 5, 47, 20, 6.71429, 47, 15, 6.71429, 0, 8, 0, 59.6231, 231.571, 5, 1, 2, 3, 36, 0, 5, 0, 115, 9, 16, 0, 1, 4, 8, 24, 31, 0
9, 4, 0, 6, 27, 15, 3, 18, 6, 2, 9, 9, 1, 121.439, 281.571, 2, 1, 1, 1, 21, 0, 4, 0, 74, 7, 8, 0, 1, 4, 6, 11, 22, 0
39, 5, 0, 6, 533, 147, 13.6667, 455, 147, 11.6667, 78, 35, 2, 47.9743, 367, 17, 1, 14, 3, 45, 0, 4, 0, 122, 10, 16, 0, 1, 4, 9, 26, 33, 0
7, 2, 0, 3, 64, 25, 9.14286, 49, 26, 7, 15, 8, 2.14286, 24.154, 184.571, 8, 1, 6, 2, 45, 0, 4, 0, 117, 10, 16, 0, 1, 4, 9, 24, 30, 0
3, 1, 0, 3, 21, 20, 7, 13, 12, 4.33333, 8, 8, 2.66667, 4.41497, 122.857, 3, 1, 1, 2, 45, 0, 4, 0, 117, 10, 16, 0, 1, 4, 9, 24, 30, 0
31, 4, 0, 7, 242, 95, 7.80645, 238, 95, 7.67742, 4, 9, 0.129032, 53.6429, 367, 3, 1, 2, 2, 21, 0, 4, 0, 79, 7, 8, 0, 1, 4, 6, 17, 25, 0
31, 4, 0, 7, 242, 95, 7.80645, 239, 95, 7.70968, 3, 9, 0.0967742, 53.6429, 367, 4, 1, 2, 2, 21, 0, 4, 0, 79, 7, 8, 0, 1, 4, 6, 17, 26, 0
18, 9, 0, 4, 237, 200, 13.1667, 69, 43, 3.83333, 168, 157, 9.33333, 9.8692, 166.714, 14, 1, 6, 8, 10, 0, 39, 0, 80, 5, 8, 3, 2, 36, 3, 29, 15, 0
35, 5, 0, 6, 391, 131, 11.1714, 329, 131, 9.4, 62, 32, 1.77143, 38.0018, 367, 9, 1, 7, 2, 66, 0, 4, 0, 78, 12, 8, 0, 0, 4, 12, 21, 25, 0
7, 3, 0, 4, 22, 12, 3.14286, 11, 4, 1.57143, 11, 11, 1.57143, 83.013, 193.857, 25, 1, 23, 2, 55, 0, 4, 0, 127, 11, 16, 0, 1, 4, 10, 31, 45, 0
29, 5, 0, 4, 280, 93, 9.65517, 256, 93, 8.82759, 24, 25, 0.827586, 34.4097, 367, 3, 1, 1, 2, 45, 0, 4, 0, 64, 10, 8, 0, 0, 4, 10, 20, 18, 0
3, 0, 0, 2, 16, 15, 5.33333, 1, 1, 0.333333, 15, 15, 5, 38.3036, 112, 24, 1, 21, 3, 45, 0, 3, 0, 103, 10, 16, 0, 1, 3, 9, 27, 36, 0
6, 0, 0, 3, 302, 143, 50.3333, 287, 143, 47.8333, 15, 143, 2.5, 23.6272, 84.5714, 7, 1, 3, 4, 45, 0, 3, 0, 103, 10, 16, 0, 1, 3, 9, 27, 36, 0
87, 19, 0, 7, 3123, 378, 35.8966, 2127, 378, 24.4483, 996, 216, 11.4483, 109.912, 363.857, 61, 1, 44, 17, 171, 0, 6, 12, 513, 19, 8, 2, 1, 0, 18, 143, 120, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.8571, 1, 4, 1, 0, 0, 3, 1, 7, 0, 1, 25, 0, 0, 0, 1, 1, 0, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.8571, 10, 4, 6, 5, 55, 2, 3, 52, 56, 11, 128, 0, 0, 0, 9, 30, 16, 1
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 30.8571, 33.8571, 1, 3, 1, 0, 0, 0, 3, 4, 0, 1, 19, 0, 0, 3, 1, 1, 0, 0
13, 4, 0, 7, 52, 17, 4, 7, 4, 0.538462, 45, 17, 3.46154, 29.2555, 226.571, 1, 4, 1, 0, 0, 0, 5, 6, 0, 1, 21, 0, 0, 5, 1, 1, 0, 0
44, 3, 0, 7, 402, 70, 9.13636, 309, 70, 7.02273, 93, 51, 2.11364, 82.4879, 367, 7, 2, 4, 3, 21, 0, 5, 1, 71, 7, 12, 0, 1, 0, 6, 24, 19, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.7143, 1, 1, 1, 0, 45, 0, 3, 0, 55, 10, 8, 0, 1, 3, 9, 27, 18, 0
14, 4, 0, 6, 35, 10, 2.5, 15, 4, 1.07143, 20, 10, 1.42857, 78.1429, 300, 1, 2, 1, 0, 6, 0, 1, 18, 28, 4, 62, 0, 0, 0, 1, 8, 7, 0
