@RELATION all

@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE dit   NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE cbo   NUMERIC
@ATTRIBUTE rfc   NUMERIC
@ATTRIBUTE lcom   NUMERIC
@ATTRIBUTE ca   NUMERIC
@ATTRIBUTE ce   NUMERIC
@ATTRIBUTE npm   NUMERIC
@ATTRIBUTE lcom3   NUMERIC
@ATTRIBUTE loc   NUMERIC
@ATTRIBUTE dam   NUMERIC
@ATTRIBUTE moa   NUMERIC
@ATTRIBUTE mfa   NUMERIC
@ATTRIBUTE cam   NUMERIC
@ATTRIBUTE ic   NUMERIC
@ATTRIBUTE cbm   NUMERIC
@ATTRIBUTE amc   NUMERIC
@ATTRIBUTE max_cc   NUMERIC
@ATTRIBUTE avg_cc   NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
2,2,0,2,3,1,1,1,2,2.0,24,0.0,0,0.8888889,1.0,1,1,11.0,1,0.5,0
10,3,0,2,21,21,0,2,9,0.6,135,1.0,0,0.8043478,0.4,1,1,12.0,1,0.9,0
9,3,0,9,29,0,0,9,9,0.5833333,168,1.0,1,0.82222223,0.44444445,0,0,17.333334,2,1.4444444,0
2,6,0,4,4,1,1,3,1,2.0,11,0.0,0,0.98717946,0.6666667,0,0,4.5,1,0.5,0
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
4,1,0,4,5,0,3,1,4,0.33333334,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
2,5,0,1,7,0,1,0,2,0.0,20,1.0,0,0.9285714,0.75,0,0,8.5,1,0.5,0
9,5,0,11,20,4,4,7,9,0.6875,108,1.0,0,0.9191919,0.3888889,2,7,10.555555,3,1.2222222,0
5,1,0,4,20,0,0,4,4,0.33333334,144,1.0,1,0.0,0.9,0,0,27.2,5,2.2,0
3,2,0,2,4,1,1,1,2,0.5,33,1.0,0,0.8888889,1.0,1,1,9.666667,1,0.33333334,0
10,2,7,14,24,19,10,4,5,0.6666667,146,1.0,1,0.5,0.26666668,0,0,13.3,3,1.2,0
18,3,0,10,49,115,1,9,14,0.8366013,397,1.0,3,0.6851852,0.33333334,0,0,20.555555,6,1.8333334,0
17,1,0,5,39,74,1,4,13,0.65625,359,1.0,0,0.0,0.2421875,0,0,19.764706,5,1.5882353,0
4,1,0,5,12,0,1,5,2,0.0,70,1.0,1,0.0,0.5833333,0,0,16.0,2,0.75,0
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.8043478,0.2857143,0,0,72.8,7,2.1,1
7,1,0,11,7,21,10,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
17,4,0,10,83,70,1,10,10,0.9655172,1273,1.0,0,0.82978725,0.1764706,2,2,72.17647,8,2.1764705,0
14,3,0,8,41,33,1,8,10,0.7606838,385,1.0,2,0.74,0.35714287,1,1,25.857143,4,1.5714285,0
8,4,0,13,65,2,0,13,6,0.9166667,608,0.16666667,0,0.91764706,0.33333334,2,2,73.5,3,1.25,0
3,3,0,8,33,0,1,7,3,0.25,205,1.0,2,0.9,0.6,0,0,66.666664,1,0.6666667,0
26,1,0,9,62,119,1,8,24,0.68,437,1.0,4,0.0,0.31730768,0,0,15.538462,6,1.6923077,1
23,3,1,18,69,163,4,14,14,0.84615386,514,1.0,2,0.63793105,0.19886364,0,0,20.782608,3,1.0434783,1
8,1,0,3,31,4,2,3,7,0.6904762,254,1.0,1,0.0,0.34375,0,0,30.0,2,1.0,0
11,1,8,22,86,15,8,14,4,0.7285714,887,1.0,7,0.0,0.26666668,0,0,77.72727,22,4.6363635,1
2,1,0,3,5,0,1,3,1,0.5,28,1.0,1,0.0,0.5833333,0,0,12.0,1,0.5,0
5,2,0,7,18,10,1,6,4,1.0,95,0.0,0,0.7647059,0.5,0,0,17.8,1,0.8,1
9,1,0,5,53,0,1,4,9,0.8194444,396,0.33333334,1,0.0,0.23809524,0,0,42.0,7,1.7777778,0
2,2,0,10,9,1,6,4,2,2.0,31,0.0,0,0.9230769,0.6666667,0,0,14.5,1,0.5,0
2,1,0,3,6,0,1,3,1,0.5,30,1.0,1,0.0,0.5833333,0,0,13.0,1,0.5,0
4,5,0,6,21,0,0,6,4,0.33333334,87,1.0,0,0.9808917,1.0,1,1,20.5,3,1.25,0
5,1,0,10,5,10,10,0,5,2.0,5,0.0,0,0.0,0.53333336,0,0,0.0,1,1.0,0
26,3,0,19,87,105,0,19,21,0.7733333,514,1.0,1,0.5967742,0.17692308,1,3,18.538462,2,1.0384616,0
4,1,0,2,14,0,1,2,4,0.44444445,88,1.0,1,0.0,0.6666667,0,0,20.25,7,2.25,0
18,3,2,31,62,0,23,8,16,0.61764705,396,1.0,1,0.65217394,0.21527778,1,1,20.777779,5,1.8888888,0
1,5,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
8,1,0,8,16,2,6,2,8,0.5714286,66,1.0,0,0.0,0.375,0,0,7.0,1,0.875,0
5,4,0,1,9,10,1,0,3,0.75,81,0.0,0,0.9245283,0.44,2,2,15.0,5,2.0,0
8,1,0,6,25,0,5,1,7,0.6,169,1.0,0,0.0,0.41666666,0,0,19.5,7,1.875,0
4,3,0,5,12,0,0,5,4,0.33333334,48,1.0,0,0.925,0.75,0,0,10.75,1,0.75,1
2,2,0,2,3,1,1,1,2,2.0,20,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
8,3,0,5,29,0,1,4,6,0.42857143,177,1.0,0,0.8333333,0.3125,1,1,20.875,5,2.0,0
6,1,0,2,7,3,2,0,6,0.6,34,0.0,0,0.0,0.75,0,0,4.3333335,1,0.6666667,0
2,1,0,5,7,0,1,5,1,0.33333334,44,1.0,1,0.0,0.5714286,0,0,19.5,1,0.5,0
4,3,0,4,12,0,0,4,4,0.5,54,1.0,0,0.9142857,0.75,0,0,12.0,1,0.75,1
3,2,0,2,8,1,1,1,3,0.5,71,1.0,0,0.8,1.0,1,1,22.333334,1,0.6666667,0
3,1,0,12,20,3,1,11,1,2.0,165,0.0,0,0.0,0.44444445,0,0,54.0,1,0.6666667,1
10,1,0,3,13,31,1,2,10,0.7037037,76,1.0,1,0.0,0.375,0,0,6.3,2,1.1,0
7,1,0,6,8,0,6,0,7,0.0,89,1.0,0,0.0,0.42857143,1,1,11.571428,4,1.0,0
2,2,0,2,3,1,1,1,2,2.0,20,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0
16,5,0,13,55,26,0,13,14,0.5777778,275,1.0,1,0.8770492,0.390625,3,6,16.0,5,1.375,1
3,1,0,17,3,3,17,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
20,4,0,7,71,102,2,7,14,0.8210526,677,1.0,2,0.8041237,0.3,2,2,32.35,5,1.25,1
8,3,0,11,39,0,3,8,6,0.6571429,294,1.0,1,0.84090906,0.325,0,0,35.125,1,0.875,0
77,3,0,28,196,2320,6,28,68,0.9352227,2040,1.0,9,0.33035713,0.1611842,3,3,25.155844,19,1.7142857,0
17,4,0,7,81,40,4,3,10,0.8214286,1159,0.9047619,8,0.516129,0.25,2,4,65.94118,2,0.9411765,0
1,1,0,17,1,0,15,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,2,4,0,1,2,1,0.5,25,1.0,1,0.0,0.625,0,0,10.5,1,0.5,0
21,1,0,2,35,38,2,0,17,0.6318182,617,0.8181818,0,0.0,0.2936508,0,0,27.857143,3,0.85714287,0
2,1,0,1,6,0,1,0,2,1.0,39,1.0,0,0.0,0.6666667,0,0,16.5,2,1.0,0
6,2,0,6,25,9,3,3,6,0.6,123,0.0,0,0.375,1.0,1,2,19.333334,1,0.8333333,0
8,1,0,4,39,22,1,3,6,0.78571427,377,0.5,0,0.0,0.16666667,0,0,45.875,3,1.25,0
2,2,3,6,4,0,3,3,1,0.0,17,1.0,1,0.6666667,0.625,1,1,7.0,1,0.5,0
3,1,1,6,9,0,4,2,3,0.0,47,1.0,0,0.0,0.6666667,0,0,14.333333,1,0.6666667,0
3,1,0,1,4,1,1,0,3,0.5,14,1.0,0,0.0,0.6666667,0,0,3.3333333,1,0.6666667,0
26,3,0,12,74,265,2,10,20,0.885,643,1.0,2,0.5967742,0.23076923,0,0,23.423077,4,1.4615384,1
3,1,0,7,15,3,1,6,1,2.0,112,0.0,0,0.0,0.44444445,0,0,36.333332,1,0.6666667,1
8,1,0,1,14,28,1,0,8,2.0,274,0.0,0,0.0,0.45,0,0,33.25,7,2.875,0
4,1,0,4,35,4,1,4,3,0.6666667,373,1.0,1,0.0,0.6666667,0,0,92.0,15,4.25,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,1,4,1,1,0,1,2.0,9,0.0,0,0.0,0.6666667,0,0,3.5,1,0.5,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,2,0,2,3,1,1,1,2,2.0,20,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0
5,1,0,58,10,8,58,0,3,0.3125,69,0.75,1,0.0,0.5833333,0,0,12.0,3,0.6,0
3,3,0,6,17,0,1,6,3,0.0,91,1.0,0,0.94871795,1.0,0,0,29.0,1,0.6666667,0
2,1,0,3,5,0,1,3,1,0.5,28,1.0,1,0.0,0.5833333,0,0,12.0,1,0.5,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
14,3,12,20,41,0,13,7,13,0.46153846,174,1.0,1,0.74,0.39285713,0,0,11.285714,6,1.5,0
2,2,0,6,11,1,1,5,2,2.0,37,0.0,0,0.9583333,1.0,0,0,17.5,1,0.5,0
2,1,0,1,4,1,1,1,1,1.0,17,1.0,1,0.0,0.625,0,0,7.0,2,1.0,0
18,1,0,8,91,123,0,8,3,0.8067227,1400,0.85714287,0,0.0,0.14117648,0,0,76.0,7,2.1111112,0
23,2,0,5,68,181,2,3,17,0.8068182,462,0.875,0,0.54761904,0.14090909,0,0,18.73913,5,1.4782609,0
19,1,0,30,46,65,29,3,17,0.41666666,448,1.0,0,0.0,0.28947368,0,0,22.473684,16,2.4210527,0
3,3,0,5,22,0,1,5,3,0.0,149,1.0,0,0.94871795,0.6666667,0,0,48.333332,1,0.6666667,0
21,1,0,24,48,116,20,7,18,0.8142857,322,1.0,1,0.0,0.25396827,0,0,14.0,3,1.4761904,0
50,4,1,24,82,1091,11,14,47,0.9591837,646,1.0,4,0.61417323,0.21428572,3,3,11.5,7,1.3,1
5,1,0,2,16,0,1,2,3,0.33333334,89,1.0,1,0.0,0.33333334,0,0,16.2,1,0.8,0
21,1,0,27,78,158,11,17,15,0.73571426,659,0.9285714,5,0.0,0.145,0,0,29.714285,7,1.6666666,1
2,1,0,2,5,0,1,2,1,0.33333334,36,1.0,1,0.0,0.6,0,0,15.5,1,0.5,0
2,2,0,2,3,1,1,1,2,2.0,18,0.0,0,0.8888889,1.0,1,1,7.0,1,0.5,0
27,1,0,3,63,297,1,2,10,0.77884614,527,0.0,2,0.0,0.37962964,0,0,18.222221,11,1.4444444,0
19,4,0,10,52,27,0,10,17,0.7777778,699,1.0,0,0.8125,0.2982456,3,4,35.36842,16,2.3157895,0
4,2,0,1,11,0,0,1,1,0.22222222,68,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
4,2,0,10,25,6,1,9,2,1.0,183,0.0,0,0.88461536,0.5,0,0,44.5,9,2.75,0
7,1,0,2,8,0,2,0,7,0.0,147,1.0,0,0.0,0.34285715,1,1,19.857143,4,1.0,0
2,1,0,6,7,0,1,6,1,0.33333334,53,1.0,1,0.0,0.5714286,0,0,24.0,1,0.5,0
5,1,0,19,12,4,17,2,5,0.25,55,1.0,0,0.0,0.53333336,0,0,9.8,1,0.6,0
4,3,0,5,32,2,0,5,4,0.6666667,215,1.0,0,0.925,0.75,1,1,52.25,1,0.75,0
4,1,3,10,13,6,7,3,2,2.0,42,0.0,0,0.0,0.5,0,0,9.5,1,0.5,0
11,1,0,11,61,0,0,11,8,0.91333336,517,1.0,1,0.0,0.8,0,0,44.636364,9,2.7272727,0
12,1,0,4,45,4,1,3,12,0.4848485,354,1.0,0,0.0,0.25,0,0,28.25,5,1.3333334,0
6,4,0,8,34,0,0,8,6,0.6,493,1.0,0,0.939759,0.5555556,1,1,80.5,1,0.8333333,1
21,4,0,13,73,128,1,13,14,0.85,737,1.0,3,0.79591835,0.3015873,3,3,33.47619,3,1.0952381,0
1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,2,0,9,24,1,1,8,2,2.0,222,0.0,0,0.9583333,1.0,1,1,110.0,1,0.5,0
2,2,0,6,9,1,1,5,2,2.0,33,0.0,0,0.9583333,1.0,0,0,15.5,1,0.5,0
8,3,0,8,28,0,0,8,6,0.6785714,128,1.0,1,0.84090906,0.5,2,4,14.5,3,1.375,1
2,3,0,4,8,1,1,4,1,2.0,40,0.0,0,0.75,0.6,1,1,19.0,1,0.5,0
13,1,4,11,18,0,5,10,9,0.5833333,78,1.0,1,0.0,0.16153847,0,0,4.8461537,1,0.9230769,1
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0.0,0.5925926,0,0,31.666666,5,2.7777777,1
12,1,0,3,21,44,1,2,5,0.8051948,147,1.0,1,0.0,0.26190478,0,0,10.666667,4,1.25,0
3,2,0,6,17,1,1,5,2,0.875,133,0.25,0,0.5,0.4,0,0,42.0,1,0.6666667,0
11,1,0,3,24,0,2,1,11,0.25,225,1.0,0,0.0,0.4318182,0,0,19.272728,7,1.2727273,0
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.44444445,0,0,0.0,1,1.0,0
10,4,0,14,35,11,1,13,8,0.7111111,216,1.0,1,0.8965517,0.32,1,1,20.1,10,2.1,1
3,2,0,9,22,3,1,8,2,2.0,128,0.0,0,0.92,1.0,1,1,41.666668,9,3.3333333,0
6,1,0,17,10,0,16,2,6,0.6,51,1.0,1,0.0,0.36666667,0,0,7.1666665,1,0.8333333,0
5,3,0,9,23,0,2,7,5,0.25,136,1.0,3,0.85714287,0.4,0,0,25.4,1,0.6,0
8,4,0,7,35,4,0,7,7,0.71428573,265,1.0,0,0.91764706,0.46875,3,3,31.375,5,1.375,0
2,2,0,7,13,1,1,6,2,2.0,66,1.0,0,0.9583333,1.0,0,0,31.5,1,0.5,0
4,1,0,4,4,6,3,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
5,1,0,2,7,0,1,2,5,0.6666667,50,1.0,1,0.0,0.53333336,0,0,8.4,1,0.8,0
3,2,0,2,5,0,1,2,2,0.75,31,1.0,2,0.9591837,0.5,0,0,8.0,1,0.6666667,0
2,2,0,2,3,1,1,1,2,2.0,20,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0
9,1,0,6,19,18,1,6,9,0.71875,82,1.0,2,0.0,0.2888889,0,0,7.6666665,2,1.1111112,0
7,2,1,7,15,1,6,1,4,0.5833333,92,1.0,1,0.45454547,0.4642857,1,1,11.571428,1,0.85714287,0
3,1,0,3,14,1,1,2,3,0.5,97,1.0,0,0.0,0.6666667,0,0,31.0,1,0.6666667,1
4,1,0,2,8,0,1,2,2,0.25,75,1.0,1,0.0,0.5,0,0,16.75,3,1.5,0
5,1,0,1,36,4,1,0,4,0.5833333,375,1.0,0,0.0,0.5,0,0,73.4,10,3.6,0
8,3,0,2,39,10,0,2,8,0.71428573,265,1.0,0,0.84090906,0.325,1,1,31.625,4,1.25,0
2,1,0,4,5,0,1,4,1,0.5,29,1.0,1,0.0,0.5833333,0,0,12.5,1,0.5,0
2,3,0,4,14,0,1,3,1,0.0,88,1.0,0,0.75,0.5833333,1,1,42.5,1,0.5,0
3,2,0,8,20,3,1,7,2,1.0,150,0.0,0,0.92,0.5,0,0,48.0,1,0.6666667,0
0,1,0,1,0,0,1,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,3,5,0,1,3,1,0.5,27,1.0,1,0.0,0.5833333,0,0,11.5,1,0.5,0
11,3,0,11,38,11,3,8,10,0.68333334,287,1.0,3,0.75,0.28787878,1,1,24.545454,3,1.9090909,0
5,1,2,59,7,0,59,1,5,0.0,33,1.0,1,0.0,0.45,0,0,5.4,2,1.0,0
5,3,0,14,33,0,3,12,4,0.3,196,1.0,5,0.8181818,0.33333334,1,1,37.2,3,1.2,0
44,4,0,19,91,802,6,14,40,0.94369644,724,0.94736844,2,0.6446281,0.15681818,3,3,15.022727,7,1.4090909,0
8,1,0,8,13,6,7,2,7,0.6785714,115,1.0,1,0.0,0.4375,0,0,12.875,5,2.0,0
19,1,0,3,26,91,2,2,19,0.8148148,135,1.0,1,0.0,0.36842105,0,0,5.7894735,1,0.94736844,0
2,1,0,2,4,0,1,2,1,0.5,20,1.0,1,0.0,0.625,0,0,8.0,1,0.5,0
2,1,0,3,5,0,1,3,1,0.5,28,1.0,1,0.0,0.5833333,0,0,12.0,1,0.5,0
2,2,0,2,3,1,1,1,2,2.0,28,0.0,0,0.8888889,1.0,1,1,13.0,1,0.5,0
23,1,1,25,52,181,23,2,14,0.73140496,1489,1.0,0,0.0,0.29090908,0,0,63.260868,35,6.0869565,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
39,2,0,15,103,609,10,6,24,0.8863636,1377,0.6363636,1,0.5,0.18421052,1,5,33.74359,12,1.8461539,0
3,1,0,2,7,0,2,0,3,0.0,22,1.0,0,0.0,0.6666667,0,0,6.0,1,0.6666667,0
2,1,0,3,6,0,1,3,1,0.5,29,1.0,1,0.0,0.5833333,0,0,12.5,1,0.5,0
26,3,0,15,108,233,1,15,22,0.9026087,1156,1.0,2,0.5967742,0.16025642,3,3,42.576923,7,1.2692307,1
3,2,0,7,19,3,1,6,2,1.0,96,0.0,0,0.8666667,0.5,0,0,30.666666,1,0.6666667,1
4,1,0,3,7,2,1,2,4,0.6666667,34,1.0,0,0.0,0.75,0,0,7.0,1,0.75,1
3,2,0,8,22,3,1,7,2,1.0,152,0.0,0,0.8666667,0.5,0,0,48.666668,1,0.6666667,1
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,6,0,8,33,28,0,8,6,0.8125,163,1.0,0,0.9506173,0.4,4,9,16.88889,2,1.0,0
15,4,2,18,55,37,2,16,9,0.7285714,730,1.0,4,0.84615386,0.19333333,3,7,47.0,12,2.4666667,1
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.969697,1.0,0,0,10.5,1,0.5,1
26,3,0,33,80,201,26,8,20,0.5733333,719,0.6666667,2,0.5660377,0.15272728,2,11,26.538462,14,2.2692308,0
14,3,0,7,33,65,0,7,14,0.9102564,404,1.0,1,0.74,0.5952381,2,3,27.0,2,1.0,1
8,3,0,5,41,10,0,5,8,0.8095238,236,1.0,0,0.84090906,0.875,1,1,27.75,14,2.625,1
2,3,0,4,7,1,1,3,1,2.0,66,0.0,0,0.75,0.6,1,1,32.0,1,0.5,0
3,2,0,1,10,0,1,1,3,0.25,77,1.0,2,0.9591837,0.5,1,1,22.666666,2,1.0,0
3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.94871795,0.6666667,1,1,26.666666,1,0.6666667,0
3,1,0,3,9,3,1,2,2,2.0,48,0.0,0,0.0,0.6666667,0,0,15.0,1,0.6666667,0
4,2,0,3,16,0,0,3,4,0.33333334,59,1.0,0,0.84210527,0.875,1,1,13.5,5,1.75,0
5,4,0,10,42,10,0,10,1,2.0,481,0.0,0,0.95238096,0.6,4,6,95.2,15,5.2,1
5,1,0,1,6,6,1,0,5,0.75,24,1.0,0,0.0,0.7,0,0,3.4,1,0.8,0
20,3,0,10,60,114,5,6,14,0.6052632,557,1.0,0,0.6122449,0.2642857,1,1,26.65,9,2.8,0
7,2,0,2,18,11,1,1,4,0.6333333,118,1.0,1,0.45454547,0.35714287,1,1,15.142858,2,1.0,0
5,1,11,21,11,8,20,1,5,0.75,59,1.0,0,0.0,0.7,0,0,10.6,5,1.6,0
4,1,0,2,5,4,2,0,4,0.33333334,18,1.0,0,0.0,0.625,0,0,3.25,1,0.75,0
2,1,0,3,7,0,2,2,1,0.0,56,1.0,1,0.0,0.6666667,0,0,25.5,4,2.0,0
5,1,0,4,13,0,0,4,5,0.5,65,1.0,0,0.0,0.8,0,0,11.6,3,1.2,0
5,1,0,1,18,0,1,0,3,0.5,96,1.0,0,0.0,0.53333336,0,0,17.8,2,1.0,0
14,4,0,136,26,0,135,1,14,0.3846154,153,1.0,1,0.65,0.33333334,1,2,9.785714,2,0.64285713,0
6,3,0,2,29,0,0,2,5,0.64,1260,1.0,0,0.88095236,0.5555556,1,1,208.16667,2,1.0,0
5,1,0,2,22,0,1,1,5,0.9166667,130,1.0,0,0.0,0.6,0,0,24.4,3,1.6,0
2,1,0,5,29,0,0,5,0,0.0,176,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
5,2,0,4,29,0,1,4,3,0.0,179,1.0,1,0.8235294,0.4,0,0,34.6,5,1.4,0
2,1,0,1,4,0,1,1,2,0.0,14,1.0,1,0.0,0.6666667,0,0,5.5,1,0.5,0
1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
10,1,0,9,30,17,6,3,8,0.73333335,149,1.0,0,0.0,0.25,0,0,13.4,1,0.9,0
3,2,0,5,12,3,1,4,1,2.0,48,0.0,0,0.6666667,0.5,1,1,15.0,1,0.33333334,0
2,1,0,3,5,0,1,3,1,0.5,28,1.0,1,0.0,0.5833333,0,0,12.0,1,0.5,0
0,1,0,5,0,0,5,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
13,1,0,5,13,78,5,0,13,2.0,13,0.0,0,0.0,0.32692307,0,0,0.0,1,1.0,0
4,3,0,12,26,0,2,11,4,0.22222222,200,1.0,4,0.85714287,0.375,0,0,47.5,1,0.75,0
14,5,2,12,64,69,2,10,5,0.8076923,531,1.0,2,0.9057971,0.24603175,2,7,36.642857,6,1.3571428,0
7,1,0,1,8,11,1,1,7,0.8333333,41,1.0,1,0.0,0.31428573,0,0,4.285714,1,0.85714287,0
0,1,0,1,0,0,1,0,0,2.0,24,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
13,3,0,10,78,8,1,9,9,0.75,502,0.71428573,1,0.75510204,0.3846154,2,3,37.076923,8,2.0,1
6,3,0,5,21,1,0,5,6,0.7,136,1.0,0,0.88095236,0.41666666,2,2,21.0,1,0.8333333,0
3,2,0,2,4,1,1,1,2,0.5,21,1.0,0,0.8888889,1.0,1,1,5.6666665,1,0.33333334,0
18,3,0,10,59,103,6,5,14,0.7745098,466,0.5,0,0.65217394,0.3,0,0,24.555555,5,1.8333334,0
5,3,0,4,17,0,0,4,5,0.6666667,101,1.0,0,0.902439,0.53333336,1,1,18.6,1,0.8,0
9,1,0,3,22,4,1,3,9,0.6875,153,1.0,1,0.0,0.4814815,0,0,15.555555,4,1.2222222,0
31,1,0,6,65,243,4,2,30,0.7266667,747,1.0,0,0.0,0.1827957,1,1,22.612904,4,1.1612903,0
20,2,40,100,28,158,96,6,16,0.877193,164,1.0,3,0.32142857,0.25833333,1,3,6.9,3,1.1,0
0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
15,3,0,3,37,41,1,2,14,0.6964286,437,0.75,1,0.45454547,0.31111112,1,2,27.333334,1,0.8,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.969697,1.0,0,0,10.5,1,0.5,1
20,1,0,4,42,130,0,4,18,0.7368421,376,1.0,1,0.0,0.28421053,0,0,17.45,3,1.15,0
7,3,0,8,22,0,0,8,7,0.625,147,1.0,0,0.8604651,0.34285715,1,1,19.428572,5,1.4285715,0
7,6,0,8,31,13,0,8,4,0.75,151,1.0,0,0.9625,0.4,4,9,20.285715,2,1.0,0
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.92424244,0.44444445,1,5,10.166667,3,1.5,0
28,4,1,21,123,302,3,18,11,0.8689459,1423,1.0,0,0.75,0.1580247,4,5,49.357143,3,1.1071428,0
18,3,0,8,55,119,0,8,15,0.88235295,474,1.0,0,0.6851852,0.4722222,0,0,24.61111,13,2.0,0
2,1,0,3,4,0,1,3,1,0.5,25,1.0,1,0.0,0.5833333,0,0,10.5,1,0.5,0
8,3,0,12,38,4,3,10,6,0.52380955,243,1.0,1,0.84090906,0.35,1,4,29.0,3,1.375,0
2,1,0,0,6,1,0,0,2,2.0,63,0.0,0,0.0,0.6666667,0,0,30.5,11,5.5,0
3,1,0,2,3,3,2,0,3,1.5,4,0.0,0,0.0,0.6666667,0,0,0.0,1,1.0,0
16,3,0,3,40,84,1,2,16,0.65833336,604,1.0,2,0.58064514,0.29166666,2,7,36.25,1,0.8125,0
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
76,1,0,120,177,2446,114,12,63,0.9694624,1776,0.61290324,3,0.0,0.11851852,0,0,21.960526,5,1.3289474,0
7,1,0,2,52,19,0,2,2,0.9444444,412,0.0,0,0.0,0.16666667,0,0,57.42857,6,3.0,0
2,1,0,2,4,0,1,2,1,0.5,21,1.0,1,0.0,0.625,0,0,8.5,1,0.5,0
6,3,0,6,16,5,0,6,5,0.73333335,95,1.0,0,0.88095236,0.5,0,0,14.333333,1,0.8333333,0
2,1,0,4,6,0,1,4,1,0.5,33,1.0,1,0.0,0.5833333,0,0,14.5,1,0.5,0
2,6,0,3,4,1,0,3,1,2.0,11,0.0,0,0.98717946,0.6666667,0,0,4.5,1,0.5,0
10,3,0,6,41,21,1,6,7,0.7936508,360,1.0,0,0.8043478,0.45,0,0,34.3,2,1.1,0
4,1,0,2,5,6,1,1,4,2.0,16,0.0,0,0.0,0.875,0,0,3.0,1,0.75,0
20,3,1,16,74,92,1,15,14,0.8245614,720,1.0,2,0.66071427,0.225,2,2,34.25,13,1.95,1
5,3,0,7,19,4,4,4,4,0.75,151,0.0,0,0.902439,0.4,1,1,28.8,1,0.8,0
3,1,0,2,7,0,2,1,3,0.5,26,1.0,1,0.0,0.5555556,0,0,7.0,1,0.6666667,0
2,2,0,9,19,1,1,8,2,2.0,120,0.0,0,0.9583333,1.0,1,1,59.0,1,0.5,0
6,1,0,7,28,1,1,6,6,0.6,173,1.0,3,0.0,0.30555555,0,0,27.333334,1,0.8333333,0
3,1,0,9,25,1,7,2,3,0.0,277,1.0,1,0.0,0.6666667,0,0,91.0,14,5.3333335,0
3,4,0,4,20,3,0,4,1,1.5,124,1.0,0,0.9607843,1.0,2,3,40.0,8,3.0,0
4,2,0,4,16,0,0,4,4,0.33333334,59,1.0,0,0.84210527,0.875,1,1,13.5,5,1.75,0
4,3,0,6,16,0,0,6,4,0.33333334,46,1.0,0,0.925,0.625,1,1,10.25,1,0.75,0
7,1,0,1,8,11,1,1,7,0.8333333,41,1.0,1,0.0,0.31428573,0,0,4.285714,1,0.85714287,0
15,1,1,6,29,87,2,4,12,0.9464286,190,1.0,3,0.0,0.22321428,0,0,10.866667,4,1.0666667,0
17,5,0,15,57,22,0,15,15,0.5833333,298,1.0,1,0.8699187,0.2647059,4,7,16.352942,4,1.2352941,0
6,2,0,6,27,9,3,3,6,0.6,141,0.0,0,0.375,1.0,1,2,22.333334,1,0.8333333,0
